Iin[A] Iout[A] Vout[V] Vin[V]
0.49	0.48	0.351	9.45
1.38	1.37	4.867	9.45
0.99	0.98	4.928	9.45
0.80	0.78	4.934	9.45
0.69	0.67	4.937	9.45
0.64	0.63	4.938	9.45
0.58	0.56	4.940	9.45
0.49	0.48	4.942	9.45
0.43	0.41	4.943	9.45
0.33	0.32	4.945	9.45
0.21	0.19	4.949	9.45
0.13	0.12	4.951	9.45
0.08	0.07	4.953	9.45
0.07	0.06	4.953	9.45


