r_l	V(vin)	V(vo)	I(RL1)	I(VIN)
4.466835921509858e-02	9.500000e+00	6.701411e-02	1.500259e+00	-1.501332e+00
4.487453899331550e-02	9.500000e+00	6.732340e-02	1.500258e+00	-1.501331e+00
4.508167045414831e-02	9.500000e+00	6.763412e-02	1.500258e+00	-1.501330e+00
4.528975799036439e-02	9.500000e+00	6.794627e-02	1.500257e+00	-1.501330e+00
4.549880601500719e-02	9.500000e+00	6.825986e-02	1.500256e+00	-1.501329e+00
4.570881896148984e-02	9.500000e+00	6.857490e-02	1.500255e+00	-1.501328e+00
4.591980128368921e-02	9.500000e+00	6.889139e-02	1.500255e+00	-1.501328e+00
4.613175745604031e-02	9.500000e+00	6.920934e-02	1.500254e+00	-1.501327e+00
4.634469197363118e-02	9.500000e+00	6.952877e-02	1.500253e+00	-1.501326e+00
4.655860935229828e-02	9.500000e+00	6.984966e-02	1.500252e+00	-1.501326e+00
4.677351412872223e-02	9.500000e+00	7.017203e-02	1.500252e+00	-1.501325e+00
4.698941086052396e-02	9.500000e+00	7.049590e-02	1.500251e+00	-1.501324e+00
4.720630412636149e-02	9.500000e+00	7.082126e-02	1.500250e+00	-1.501324e+00
4.742419852602692e-02	9.500000e+00	7.114812e-02	1.500249e+00	-1.501323e+00
4.764309868054404e-02	9.500000e+00	7.147648e-02	1.500248e+00	-1.501322e+00
4.786300923226631e-02	9.500000e+00	7.180637e-02	1.500248e+00	-1.501321e+00
4.808393484497535e-02	9.500000e+00	7.213777e-02	1.500247e+00	-1.501321e+00
4.830588020397977e-02	9.500000e+00	7.247071e-02	1.500246e+00	-1.501320e+00
4.852885001621463e-02	9.500000e+00	7.280518e-02	1.500245e+00	-1.501319e+00
4.875284901034117e-02	9.500000e+00	7.314119e-02	1.500244e+00	-1.501318e+00
4.897788193684717e-02	9.500000e+00	7.347876e-02	1.500244e+00	-1.501318e+00
4.920395356814766e-02	9.500000e+00	7.381788e-02	1.500243e+00	-1.501317e+00
4.943106869868612e-02	9.500000e+00	7.415857e-02	1.500242e+00	-1.501316e+00
4.965923214503620e-02	9.500000e+00	7.450083e-02	1.500241e+00	-1.501315e+00
4.988844874600383e-02	9.500000e+00	7.484467e-02	1.500240e+00	-1.501315e+00
5.011872336272986e-02	9.500000e+00	7.519010e-02	1.500240e+00	-1.501314e+00
5.035006087879312e-02	9.500000e+00	7.553712e-02	1.500239e+00	-1.501313e+00
5.058246620031406e-02	9.500000e+00	7.588574e-02	1.500238e+00	-1.501312e+00
5.081594425605872e-02	9.500000e+00	7.623596e-02	1.500237e+00	-1.501312e+00
5.105049999754331e-02	9.500000e+00	7.658781e-02	1.500236e+00	-1.501311e+00
5.128613839913918e-02	9.500000e+00	7.694128e-02	1.500235e+00	-1.501310e+00
5.152286445817836e-02	9.500000e+00	7.729638e-02	1.500235e+00	-1.501309e+00
5.176068319505950e-02	9.500000e+00	7.765312e-02	1.500234e+00	-1.501309e+00
5.199959965335434e-02	9.500000e+00	7.801151e-02	1.500233e+00	-1.501308e+00
5.223961889991475e-02	9.500000e+00	7.837155e-02	1.500232e+00	-1.501307e+00
5.248074602498004e-02	9.500000e+00	7.873325e-02	1.500231e+00	-1.501306e+00
5.272298614228507e-02	9.500000e+00	7.909662e-02	1.500230e+00	-1.501305e+00
5.296634438916860e-02	9.500000e+00	7.946167e-02	1.500229e+00	-1.501305e+00
5.321082592668226e-02	9.500000e+00	7.982840e-02	1.500229e+00	-1.501304e+00
5.345643593970001e-02	9.500000e+00	8.019683e-02	1.500228e+00	-1.501303e+00
5.370317963702814e-02	9.500000e+00	8.056695e-02	1.500227e+00	-1.501302e+00
5.395106225151564e-02	9.500000e+00	8.093879e-02	1.500226e+00	-1.501302e+00
5.420008904016528e-02	9.500000e+00	8.131234e-02	1.500225e+00	-1.501301e+00
5.445026528424503e-02	9.500000e+00	8.168761e-02	1.500224e+00	-1.501300e+00
5.470159628940009e-02	9.500000e+00	8.206461e-02	1.500223e+00	-1.501299e+00
5.495408738576540e-02	9.500000e+00	8.244335e-02	1.500222e+00	-1.501298e+00
5.520774392807870e-02	9.500000e+00	8.282384e-02	1.500221e+00	-1.501297e+00
5.546257129579406e-02	9.500000e+00	8.320609e-02	1.500221e+00	-1.501297e+00
5.571857489319598e-02	9.500000e+00	8.359011e-02	1.500220e+00	-1.501296e+00
5.597576014951403e-02	9.500000e+00	8.397589e-02	1.500219e+00	-1.501295e+00
5.623413251903794e-02	9.500000e+00	8.436345e-02	1.500218e+00	-1.501294e+00
5.649369748123331e-02	9.500000e+00	8.475280e-02	1.500217e+00	-1.501293e+00
5.675446054085778e-02	9.500000e+00	8.514395e-02	1.500216e+00	-1.501292e+00
5.701642722807783e-02	9.500000e+00	8.553690e-02	1.500215e+00	-1.501292e+00
5.727960309858603e-02	9.500000e+00	8.593167e-02	1.500214e+00	-1.501291e+00
5.754399373371882e-02	9.500000e+00	8.632826e-02	1.500213e+00	-1.501290e+00
5.780960474057495e-02	9.500000e+00	8.672667e-02	1.500212e+00	-1.501289e+00
5.807644175213437e-02	9.500000e+00	8.712693e-02	1.500211e+00	-1.501288e+00
5.834451042737765e-02	9.500000e+00	8.752903e-02	1.500210e+00	-1.501287e+00
5.861381645140606e-02	9.500000e+00	8.793300e-02	1.500209e+00	-1.501286e+00
5.888436553556210e-02	9.500000e+00	8.833882e-02	1.500208e+00	-1.501285e+00
5.915616341755062e-02	9.500000e+00	8.874652e-02	1.500207e+00	-1.501284e+00
5.942921586156052e-02	9.500000e+00	8.915609e-02	1.500206e+00	-1.501284e+00
5.970352865838695e-02	9.500000e+00	8.956756e-02	1.500206e+00	-1.501283e+00
5.997910762555423e-02	9.500000e+00	8.998092e-02	1.500204e+00	-1.501282e+00
6.025595860743908e-02	9.500000e+00	9.039620e-02	1.500203e+00	-1.501281e+00
6.053408747539468e-02	9.500000e+00	9.081339e-02	1.500203e+00	-1.501280e+00
6.081350012787513e-02	9.500000e+00	9.123251e-02	1.500201e+00	-1.501279e+00
6.109420249056056e-02	9.500000e+00	9.165356e-02	1.500201e+00	-1.501278e+00
6.137620051648280e-02	9.500000e+00	9.207655e-02	1.500200e+00	-1.501277e+00
6.165950018615162e-02	9.500000e+00	9.250149e-02	1.500198e+00	-1.501276e+00
6.194410750768157e-02	9.500000e+00	9.292839e-02	1.500198e+00	-1.501275e+00
6.223002851691938e-02	9.500000e+00	9.335726e-02	1.500196e+00	-1.501274e+00
6.251726927757204e-02	9.500000e+00	9.378812e-02	1.500195e+00	-1.501274e+00
6.280583588133527e-02	9.500000e+00	9.422097e-02	1.500194e+00	-1.501273e+00
6.309573444802283e-02	9.500000e+00	9.465580e-02	1.500193e+00	-1.501272e+00
6.338697112569622e-02	9.500000e+00	9.509265e-02	1.500192e+00	-1.501271e+00
6.367955209079512e-02	9.500000e+00	9.553151e-02	1.500191e+00	-1.501270e+00
6.397348354826837e-02	9.500000e+00	9.597240e-02	1.500190e+00	-1.501269e+00
6.426877173170555e-02	9.500000e+00	9.641532e-02	1.500189e+00	-1.501268e+00
6.456542290346916e-02	9.500000e+00	9.686028e-02	1.500188e+00	-1.501267e+00
6.486344335482745e-02	9.500000e+00	9.730730e-02	1.500187e+00	-1.501266e+00
6.516283940608791e-02	9.500000e+00	9.775638e-02	1.500186e+00	-1.501265e+00
6.546361740673116e-02	9.500000e+00	9.820753e-02	1.500185e+00	-1.501264e+00
6.576578373554573e-02	9.500000e+00	9.866077e-02	1.500184e+00	-1.501263e+00
6.606934480076330e-02	9.500000e+00	9.911609e-02	1.500183e+00	-1.501262e+00
6.637430704019461e-02	9.500000e+00	9.957352e-02	1.500182e+00	-1.501261e+00
6.668067692136596e-02	9.500000e+00	1.000331e-01	1.500181e+00	-1.501260e+00
6.698846094165642e-02	9.500000e+00	1.004947e-01	1.500180e+00	-1.501259e+00
6.729766562843557e-02	9.500000e+00	1.009585e-01	1.500178e+00	-1.501258e+00
6.760829753920199e-02	9.500000e+00	1.014244e-01	1.500177e+00	-1.501257e+00
6.792036326172229e-02	9.500000e+00	1.018925e-01	1.500176e+00	-1.501256e+00
6.823386941417081e-02	9.500000e+00	1.023628e-01	1.500175e+00	-1.501255e+00
6.854882264527004e-02	9.500000e+00	1.028352e-01	1.500174e+00	-1.501254e+00
6.886522963443151e-02	9.500000e+00	1.033097e-01	1.500173e+00	-1.501253e+00
6.918309709189757e-02	9.500000e+00	1.037865e-01	1.500172e+00	-1.501252e+00
6.950243175888361e-02	9.500000e+00	1.042655e-01	1.500170e+00	-1.501251e+00
6.982324040772110e-02	9.500000e+00	1.047467e-01	1.500169e+00	-1.501250e+00
7.014552984200111e-02	9.500000e+00	1.052301e-01	1.500168e+00	-1.501249e+00
7.046930689671871e-02	9.500000e+00	1.057157e-01	1.500167e+00	-1.501248e+00
7.079457843841783e-02	9.500000e+00	1.062036e-01	1.500166e+00	-1.501246e+00
7.112135136533697e-02	9.500000e+00	1.066937e-01	1.500165e+00	-1.501245e+00
7.144963260755542e-02	9.500000e+00	1.071861e-01	1.500164e+00	-1.501244e+00
7.177942912714028e-02	9.500000e+00	1.076808e-01	1.500162e+00	-1.501243e+00
7.211074791829408e-02	9.500000e+00	1.081778e-01	1.500161e+00	-1.501242e+00
7.244359600750316e-02	9.500000e+00	1.086770e-01	1.500160e+00	-1.501241e+00
7.277798045368658e-02	9.500000e+00	1.091785e-01	1.500159e+00	-1.501240e+00
7.311390834834594e-02	9.500000e+00	1.096824e-01	1.500158e+00	-1.501239e+00
7.345138681571571e-02	9.500000e+00	1.101886e-01	1.500156e+00	-1.501238e+00
7.379042301291434e-02	9.500000e+00	1.106971e-01	1.500155e+00	-1.501237e+00
7.413102413009602e-02	9.500000e+00	1.112080e-01	1.500154e+00	-1.501236e+00
7.447319739060321e-02	9.500000e+00	1.117212e-01	1.500153e+00	-1.501235e+00
7.481695005111975e-02	9.500000e+00	1.122368e-01	1.500152e+00	-1.501233e+00
7.516228940182490e-02	9.500000e+00	1.127547e-01	1.500150e+00	-1.501232e+00
7.550922276654777e-02	9.500000e+00	1.132751e-01	1.500149e+00	-1.501231e+00
7.585775750292277e-02	9.500000e+00	1.137979e-01	1.500148e+00	-1.501230e+00
7.620790100254562e-02	9.500000e+00	1.143230e-01	1.500147e+00	-1.501229e+00
7.655966069113007e-02	9.500000e+00	1.148506e-01	1.500145e+00	-1.501228e+00
7.691304402866543e-02	9.500000e+00	1.153806e-01	1.500144e+00	-1.501227e+00
7.726805850957473e-02	9.500000e+00	1.159131e-01	1.500143e+00	-1.501225e+00
7.762471166287370e-02	9.500000e+00	1.164481e-01	1.500142e+00	-1.501224e+00
7.798301105233041e-02	9.500000e+00	1.169855e-01	1.500140e+00	-1.501223e+00
7.834296427662575e-02	9.500000e+00	1.175253e-01	1.500139e+00	-1.501222e+00
7.870457896951447e-02	9.500000e+00	1.180677e-01	1.500138e+00	-1.501221e+00
7.906786279998712e-02	9.500000e+00	1.186126e-01	1.500136e+00	-1.501220e+00
7.943282347243280e-02	9.500000e+00	1.191600e-01	1.500135e+00	-1.501218e+00
7.979946872680234e-02	9.500000e+00	1.197099e-01	1.500134e+00	-1.501217e+00
8.016780633877262e-02	9.500000e+00	1.202623e-01	1.500132e+00	-1.501216e+00
8.053784411991138e-02	9.500000e+00	1.208173e-01	1.500131e+00	-1.501215e+00
8.090958991784299e-02	9.500000e+00	1.213749e-01	1.500130e+00	-1.501213e+00
8.128305161641471e-02	9.500000e+00	1.219350e-01	1.500129e+00	-1.501212e+00
8.165823713586404e-02	9.500000e+00	1.224977e-01	1.500127e+00	-1.501211e+00
8.203515443298666e-02	9.500000e+00	1.230631e-01	1.500126e+00	-1.501210e+00
8.241381150130510e-02	9.500000e+00	1.236310e-01	1.500124e+00	-1.501209e+00
8.279421637123831e-02	9.500000e+00	1.242015e-01	1.500123e+00	-1.501207e+00
8.317637711027201e-02	9.500000e+00	1.247747e-01	1.500122e+00	-1.501206e+00
8.356030182312975e-02	9.500000e+00	1.253505e-01	1.500120e+00	-1.501205e+00
8.394599865194473e-02	9.500000e+00	1.259290e-01	1.500119e+00	-1.501204e+00
8.433347577643253e-02	9.500000e+00	1.265101e-01	1.500118e+00	-1.501202e+00
8.472274141406468e-02	9.500000e+00	1.270940e-01	1.500116e+00	-1.501201e+00
8.511380382024271e-02	9.500000e+00	1.276805e-01	1.500115e+00	-1.501200e+00
8.550667128847342e-02	9.500000e+00	1.282697e-01	1.500113e+00	-1.501198e+00
8.590135215054469e-02	9.500000e+00	1.288617e-01	1.500112e+00	-1.501197e+00
8.629785477670218e-02	9.500000e+00	1.294563e-01	1.500111e+00	-1.501196e+00
8.669618757582684e-02	9.500000e+00	1.300537e-01	1.500109e+00	-1.501194e+00
8.709635899561327e-02	9.500000e+00	1.306539e-01	1.500108e+00	-1.501193e+00
8.749837752274885e-02	9.500000e+00	1.312569e-01	1.500106e+00	-1.501192e+00
8.790225168309369e-02	9.500000e+00	1.318626e-01	1.500105e+00	-1.501191e+00
8.830799004186157e-02	9.500000e+00	1.324711e-01	1.500103e+00	-1.501189e+00
8.871560120380141e-02	9.500000e+00	1.330824e-01	1.500102e+00	-1.501188e+00
8.912509381337991e-02	9.500000e+00	1.336966e-01	1.500100e+00	-1.501187e+00
8.953647655496477e-02	9.500000e+00	1.343136e-01	1.500099e+00	-1.501185e+00
8.994975815300893e-02	9.500000e+00	1.349334e-01	1.500098e+00	-1.501184e+00
9.036494737223559e-02	9.500000e+00	1.355561e-01	1.500096e+00	-1.501183e+00
9.078205301782406e-02	9.500000e+00	1.361817e-01	1.500095e+00	-1.501181e+00
9.120108393559649e-02	9.500000e+00	1.368101e-01	1.500093e+00	-1.501180e+00
9.162204901220551e-02	9.500000e+00	1.374415e-01	1.500092e+00	-1.501178e+00
9.204495717532270e-02	9.500000e+00	1.380757e-01	1.500090e+00	-1.501177e+00
9.246981739382786e-02	9.500000e+00	1.387129e-01	1.500089e+00	-1.501176e+00
9.289663867799927e-02	9.500000e+00	1.393530e-01	1.500087e+00	-1.501174e+00
9.332543007970477e-02	9.500000e+00	1.399961e-01	1.500085e+00	-1.501173e+00
9.375620069259373e-02	9.500000e+00	1.406422e-01	1.500084e+00	-1.501171e+00
9.418895965228986e-02	9.500000e+00	1.412912e-01	1.500082e+00	-1.501170e+00
9.462371613658506e-02	9.500000e+00	1.419432e-01	1.500081e+00	-1.501169e+00
9.506047936563394e-02	9.500000e+00	1.425983e-01	1.500079e+00	-1.501167e+00
9.549925860214943e-02	9.500000e+00	1.432563e-01	1.500078e+00	-1.501166e+00
9.594006315159918e-02	9.500000e+00	1.439174e-01	1.500076e+00	-1.501164e+00
9.638290236240295e-02	9.500000e+00	1.445815e-01	1.500075e+00	-1.501163e+00
9.682778562613084e-02	9.500000e+00	1.452487e-01	1.500073e+00	-1.501161e+00
9.727472237770246e-02	9.500000e+00	1.459190e-01	1.500071e+00	-1.501160e+00
9.772372209558707e-02	9.500000e+00	1.465924e-01	1.500070e+00	-1.501158e+00
9.817479430200446e-02	9.500000e+00	1.472689e-01	1.500068e+00	-1.501157e+00
9.862794856312711e-02	9.500000e+00	1.479485e-01	1.500067e+00	-1.501155e+00
9.908319448928285e-02	9.500000e+00	1.486312e-01	1.500065e+00	-1.501154e+00
9.954054173515883e-02	9.500000e+00	1.493171e-01	1.500063e+00	-1.501153e+00
1.000000000000062e-01	9.500000e+00	1.500062e-01	1.500062e+00	-1.501151e+00
1.004615790278457e-01	9.500000e+00	1.506984e-01	1.500060e+00	-1.501150e+00
1.009252886076747e-01	9.500000e+00	1.513938e-01	1.500058e+00	-1.501148e+00
1.013911385736742e-01	9.500000e+00	1.520925e-01	1.500057e+00	-1.501146e+00
1.018591388054180e-01	9.500000e+00	1.527943e-01	1.500055e+00	-1.501145e+00
1.023292992280818e-01	9.500000e+00	1.534994e-01	1.500053e+00	-1.501143e+00
1.028016298126537e-01	9.500000e+00	1.542078e-01	1.500052e+00	-1.501142e+00
1.032761405761461e-01	9.500000e+00	1.549194e-01	1.500050e+00	-1.501140e+00
1.037528415818077e-01	9.500000e+00	1.556343e-01	1.500048e+00	-1.501139e+00
1.042317429393369e-01	9.500000e+00	1.563525e-01	1.500046e+00	-1.501137e+00
1.047128548050965e-01	9.500000e+00	1.570740e-01	1.500045e+00	-1.501136e+00
1.051961873823288e-01	9.500000e+00	1.577988e-01	1.500043e+00	-1.501134e+00
1.056817509213724e-01	9.500000e+00	1.585270e-01	1.500041e+00	-1.501132e+00
1.061695557198791e-01	9.500000e+00	1.592585e-01	1.500040e+00	-1.501131e+00
1.066596121230324e-01	9.500000e+00	1.599935e-01	1.500038e+00	-1.501129e+00
1.071519305237673e-01	9.500000e+00	1.607318e-01	1.500036e+00	-1.501128e+00
1.076465213629902e-01	9.500000e+00	1.614735e-01	1.500034e+00	-1.501126e+00
1.081433951298006e-01	9.500000e+00	1.622186e-01	1.500033e+00	-1.501124e+00
1.086425623617134e-01	9.500000e+00	1.629672e-01	1.500031e+00	-1.501123e+00
1.091440336448825e-01	9.500000e+00	1.637192e-01	1.500029e+00	-1.501121e+00
1.096478196143254e-01	9.500000e+00	1.644747e-01	1.500027e+00	-1.501119e+00
1.101539309541484e-01	9.500000e+00	1.652337e-01	1.500025e+00	-1.501118e+00
1.106623783977736e-01	9.500000e+00	1.659962e-01	1.500024e+00	-1.501116e+00
1.111731727281661e-01	9.500000e+00	1.667622e-01	1.500022e+00	-1.501114e+00
1.116863247780632e-01	9.500000e+00	1.675317e-01	1.500020e+00	-1.501113e+00
1.122018454302034e-01	9.500000e+00	1.683048e-01	1.500018e+00	-1.501111e+00
1.127197456175582e-01	9.500000e+00	1.690814e-01	1.500016e+00	-1.501109e+00
1.132400363235629e-01	9.500000e+00	1.698617e-01	1.500014e+00	-1.501108e+00
1.137627285823503e-01	9.500000e+00	1.706455e-01	1.500013e+00	-1.501106e+00
1.142878334789844e-01	9.500000e+00	1.714330e-01	1.500011e+00	-1.501104e+00
1.148153621496956e-01	9.500000e+00	1.722240e-01	1.500009e+00	-1.501103e+00
1.153453257821166e-01	9.500000e+00	1.730188e-01	1.500007e+00	-1.501101e+00
1.158777356155200e-01	9.500000e+00	1.738172e-01	1.500005e+00	-1.501099e+00
1.164126029410565e-01	9.500000e+00	1.746193e-01	1.500003e+00	-1.501097e+00
1.169499391019945e-01	9.500000e+00	1.754250e-01	1.500001e+00	-1.501096e+00
1.174897554939604e-01	9.500000e+00	1.762345e-01	1.499999e+00	-1.501094e+00
1.180320635651805e-01	9.500000e+00	1.770478e-01	1.499997e+00	-1.501092e+00
1.185768748167236e-01	9.500000e+00	1.778647e-01	1.499995e+00	-1.501090e+00
1.191242008027451e-01	9.500000e+00	1.786855e-01	1.499993e+00	-1.501088e+00
1.196740531307320e-01	9.500000e+00	1.795100e-01	1.499991e+00	-1.501087e+00
1.202264434617490e-01	9.500000e+00	1.803384e-01	1.499989e+00	-1.501085e+00
1.207813835106858e-01	9.500000e+00	1.811706e-01	1.499987e+00	-1.501083e+00
1.213388850465055e-01	9.500000e+00	1.820066e-01	1.499985e+00	-1.501081e+00
1.218989598924945e-01	9.500000e+00	1.828464e-01	1.499983e+00	-1.501079e+00
1.224616199265127e-01	9.500000e+00	1.836901e-01	1.499981e+00	-1.501078e+00
1.230268770812461e-01	9.500000e+00	1.845378e-01	1.499979e+00	-1.501076e+00
1.235947433444590e-01	9.500000e+00	1.853893e-01	1.499977e+00	-1.501074e+00
1.241652307592491e-01	9.500000e+00	1.862448e-01	1.499975e+00	-1.501072e+00
1.247383514243024e-01	9.500000e+00	1.871042e-01	1.499973e+00	-1.501070e+00
1.253141174941497e-01	9.500000e+00	1.879676e-01	1.499971e+00	-1.501068e+00
1.258925411794249e-01	9.500000e+00	1.888349e-01	1.499969e+00	-1.501066e+00
1.264736347471233e-01	9.500000e+00	1.897063e-01	1.499967e+00	-1.501064e+00
1.270574105208624e-01	9.500000e+00	1.905817e-01	1.499965e+00	-1.501062e+00
1.276438808811427e-01	9.500000e+00	1.914611e-01	1.499963e+00	-1.501060e+00
1.282330582656105e-01	9.500000e+00	1.923445e-01	1.499961e+00	-1.501059e+00
1.288249551693218e-01	9.500000e+00	1.932321e-01	1.499959e+00	-1.501057e+00
1.294195841450070e-01	9.500000e+00	1.941237e-01	1.499956e+00	-1.501055e+00
1.300169578033375e-01	9.500000e+00	1.950195e-01	1.499954e+00	-1.501053e+00
1.306170888131926e-01	9.500000e+00	1.959194e-01	1.499952e+00	-1.501051e+00
1.312199899019289e-01	9.500000e+00	1.968234e-01	1.499950e+00	-1.501049e+00
1.318256738556493e-01	9.500000e+00	1.977316e-01	1.499948e+00	-1.501047e+00
1.324341535194751e-01	9.500000e+00	1.986440e-01	1.499946e+00	-1.501045e+00
1.330454417978178e-01	9.500000e+00	1.995606e-01	1.499943e+00	-1.501043e+00
1.336595516546530e-01	9.500000e+00	2.004815e-01	1.499941e+00	-1.501041e+00
1.342764961137952e-01	9.500000e+00	2.014066e-01	1.499939e+00	-1.501039e+00
1.348962882591742e-01	9.500000e+00	2.023359e-01	1.499937e+00	-1.501037e+00
1.355189412351125e-01	9.500000e+00	2.032696e-01	1.499935e+00	-1.501035e+00
1.361444682466040e-01	9.500000e+00	2.042075e-01	1.499932e+00	-1.501033e+00
1.367728825595939e-01	9.500000e+00	2.051498e-01	1.499930e+00	-1.501031e+00
1.374041975012606e-01	9.500000e+00	2.060964e-01	1.499928e+00	-1.501029e+00
1.380384264602976e-01	9.500000e+00	2.070474e-01	1.499926e+00	-1.501026e+00
1.386755828871980e-01	9.500000e+00	2.080027e-01	1.499923e+00	-1.501024e+00
1.393156802945395e-01	9.500000e+00	2.089625e-01	1.499921e+00	-1.501022e+00
1.399587322572711e-01	9.500000e+00	2.099267e-01	1.499919e+00	-1.501020e+00
1.406047524130007e-01	9.500000e+00	2.108954e-01	1.499916e+00	-1.501018e+00
1.412537544622848e-01	9.500000e+00	2.118685e-01	1.499914e+00	-1.501016e+00
1.419057521689186e-01	9.500000e+00	2.128461e-01	1.499912e+00	-1.501014e+00
1.425607593602283e-01	9.500000e+00	2.138282e-01	1.499910e+00	-1.501012e+00
1.432187899273638e-01	9.500000e+00	2.148149e-01	1.499907e+00	-1.501009e+00
1.438798578255941e-01	9.500000e+00	2.158061e-01	1.499905e+00	-1.501007e+00
1.445439770746024e-01	9.500000e+00	2.168019e-01	1.499902e+00	-1.501005e+00
1.452111617587839e-01	9.500000e+00	2.178022e-01	1.499900e+00	-1.501003e+00
1.458814260275446e-01	9.500000e+00	2.188072e-01	1.499898e+00	-1.501001e+00
1.465547840956009e-01	9.500000e+00	2.198168e-01	1.499895e+00	-1.500998e+00
1.472312502432817e-01	9.500000e+00	2.208311e-01	1.499893e+00	-1.500996e+00
1.479108388168306e-01	9.500000e+00	2.218500e-01	1.499890e+00	-1.500994e+00
1.485935642287106e-01	9.500000e+00	2.228737e-01	1.499888e+00	-1.500992e+00
1.492794409579096e-01	9.500000e+00	2.239021e-01	1.499885e+00	-1.500990e+00
1.499684835502474e-01	9.500000e+00	2.249352e-01	1.499883e+00	-1.500987e+00
1.506607066186843e-01	9.500000e+00	2.259731e-01	1.499880e+00	-1.500985e+00
1.513561248436310e-01	9.500000e+00	2.270157e-01	1.499878e+00	-1.500983e+00
1.520547529732598e-01	9.500000e+00	2.280632e-01	1.499875e+00	-1.500980e+00
1.527566058238176e-01	9.500000e+00	2.291155e-01	1.499873e+00	-1.500978e+00
1.534616982799397e-01	9.500000e+00	2.301727e-01	1.499870e+00	-1.500976e+00
1.541700452949663e-01	9.500000e+00	2.312347e-01	1.499868e+00	-1.500973e+00
1.548816618912586e-01	9.500000e+00	2.323016e-01	1.499865e+00	-1.500971e+00
1.555965631605180e-01	9.500000e+00	2.333735e-01	1.499863e+00	-1.500969e+00
1.563147642641060e-01	9.500000e+00	2.344503e-01	1.499860e+00	-1.500966e+00
1.570362804333659e-01	9.500000e+00	2.355321e-01	1.499858e+00	-1.500964e+00
1.577611269699455e-01	9.500000e+00	2.366188e-01	1.499855e+00	-1.500962e+00
1.584893192461221e-01	9.500000e+00	2.377106e-01	1.499852e+00	-1.500959e+00
1.592208727051278e-01	9.500000e+00	2.388074e-01	1.499850e+00	-1.500957e+00
1.599558028614777e-01	9.500000e+00	2.399093e-01	1.499847e+00	-1.500955e+00
1.606941253012986e-01	9.500000e+00	2.410162e-01	1.499845e+00	-1.500952e+00
1.614358556826596e-01	9.500000e+00	2.421283e-01	1.499842e+00	-1.500950e+00
1.621810097359040e-01	9.500000e+00	2.432454e-01	1.499839e+00	-1.500947e+00
1.629296032639834e-01	9.500000e+00	2.443678e-01	1.499837e+00	-1.500945e+00
1.636816521427920e-01	9.500000e+00	2.454953e-01	1.499834e+00	-1.500942e+00
1.644371723215044e-01	9.500000e+00	2.466280e-01	1.499831e+00	-1.500940e+00
1.651961798229128e-01	9.500000e+00	2.477659e-01	1.499828e+00	-1.500937e+00
1.659586907437674e-01	9.500000e+00	2.489091e-01	1.499826e+00	-1.500935e+00
1.667247212551177e-01	9.500000e+00	2.500575e-01	1.499823e+00	-1.500932e+00
1.674942876026552e-01	9.500000e+00	2.512113e-01	1.499820e+00	-1.500930e+00
1.682674061070583e-01	9.500000e+00	2.523704e-01	1.499817e+00	-1.500927e+00
1.690440931643380e-01	9.500000e+00	2.535348e-01	1.499815e+00	-1.500925e+00
1.698243652461861e-01	9.500000e+00	2.547046e-01	1.499812e+00	-1.500922e+00
1.706082389003241e-01	9.500000e+00	2.558798e-01	1.499809e+00	-1.500920e+00
1.713957307508543e-01	9.500000e+00	2.570604e-01	1.499806e+00	-1.500917e+00
1.721868574986126e-01	9.500000e+00	2.582464e-01	1.499803e+00	-1.500914e+00
1.729816359215221e-01	9.500000e+00	2.594379e-01	1.499800e+00	-1.500912e+00
1.737800828749495e-01	9.500000e+00	2.606350e-01	1.499798e+00	-1.500909e+00
1.745822152920624e-01	9.500000e+00	2.618375e-01	1.499795e+00	-1.500906e+00
1.753880501841882e-01	9.500000e+00	2.630456e-01	1.499792e+00	-1.500904e+00
1.761976046411751e-01	9.500000e+00	2.642592e-01	1.499789e+00	-1.500901e+00
1.770108958317544e-01	9.500000e+00	2.654785e-01	1.499786e+00	-1.500898e+00
1.778279410039046e-01	9.500000e+00	2.667033e-01	1.499783e+00	-1.500896e+00
1.786487574852175e-01	9.500000e+00	2.679339e-01	1.499780e+00	-1.500893e+00
1.794733626832651e-01	9.500000e+00	2.691700e-01	1.499777e+00	-1.500890e+00
1.803017740859694e-01	9.500000e+00	2.704120e-01	1.499774e+00	-1.500888e+00
1.811340092619728e-01	9.500000e+00	2.716596e-01	1.499771e+00	-1.500885e+00
1.819700858610110e-01	9.500000e+00	2.729129e-01	1.499768e+00	-1.500882e+00
1.828100216142870e-01	9.500000e+00	2.741721e-01	1.499765e+00	-1.500879e+00
1.836538343348475e-01	9.500000e+00	2.754371e-01	1.499762e+00	-1.500877e+00
1.845015419179603e-01	9.500000e+00	2.767079e-01	1.499759e+00	-1.500874e+00
1.853531623414941e-01	9.500000e+00	2.779845e-01	1.499756e+00	-1.500871e+00
1.862087136662998e-01	9.500000e+00	2.792671e-01	1.499753e+00	-1.500868e+00
1.870682140365931e-01	9.500000e+00	2.805555e-01	1.499750e+00	-1.500865e+00
1.879316816803400e-01	9.500000e+00	2.818500e-01	1.499747e+00	-1.500863e+00
1.887991349096426e-01	9.500000e+00	2.831503e-01	1.499744e+00	-1.500860e+00
1.896705921211279e-01	9.500000e+00	2.844567e-01	1.499741e+00	-1.500857e+00
1.905460717963381e-01	9.500000e+00	2.857691e-01	1.499738e+00	-1.500854e+00
1.914255925021220e-01	9.500000e+00	2.870875e-01	1.499734e+00	-1.500851e+00
