r_l	V(vo)	I(RL1)
7.277798045368658e-02	2.975839e-02	4.088928e-01
7.311390834834594e-02	2.989800e-02	4.089235e-01
7.345138681571571e-02	3.003827e-02	4.089544e-01
7.379042301291434e-02	3.017921e-02	4.089854e-01
7.413102413009602e-02	3.032082e-02	4.090166e-01
7.447319739060321e-02	3.046311e-02	4.090479e-01
7.481695005111975e-02	3.060607e-02	4.090794e-01
7.516228940182490e-02	3.074972e-02	4.091110e-01
7.550922276654777e-02	3.089406e-02	4.091428e-01
7.585775750292277e-02	3.103908e-02	4.091747e-01
7.620790100254562e-02	3.118479e-02	4.092068e-01
7.655966069113007e-02	3.133120e-02	4.092391e-01
7.691304402866543e-02	3.147832e-02	4.092715e-01
7.726805850957473e-02	3.162613e-02	4.093040e-01
7.762471166287370e-02	3.177464e-02	4.093367e-01
7.798301105233041e-02	3.192387e-02	4.093696e-01
7.834296427662575e-02	3.207381e-02	4.094026e-01
7.870457896951447e-02	3.222447e-02	4.094357e-01
7.906786279998712e-02	3.237585e-02	4.094691e-01
7.943282347243280e-02	3.252795e-02	4.095026e-01
7.979946872680234e-02	3.268078e-02	4.095362e-01
8.016780633877262e-02	3.283433e-02	4.095700e-01
8.053784411991138e-02	3.298863e-02	4.096040e-01
8.090958991784299e-02	3.314365e-02	4.096382e-01
8.128305161641471e-02	3.329943e-02	4.096725e-01
8.165823713586404e-02	3.345595e-02	4.097069e-01
8.203515443298666e-02	3.361321e-02	4.097416e-01
8.241381150130510e-02	3.377123e-02	4.097764e-01
8.279421637123831e-02	3.393001e-02	4.098113e-01
8.317637711027201e-02	3.408954e-02	4.098464e-01
8.356030182312975e-02	3.424984e-02	4.098817e-01
8.394599865194473e-02	3.441091e-02	4.099172e-01
8.433347577643253e-02	3.457275e-02	4.099528e-01
8.472274141406468e-02	3.473536e-02	4.099886e-01
8.511380382024271e-02	3.489875e-02	4.100246e-01
8.550667128847342e-02	3.506293e-02	4.100608e-01
8.590135215054469e-02	3.522789e-02	4.100971e-01
8.629785477670218e-02	3.539365e-02	4.101336e-01
8.669618757582684e-02	3.556020e-02	4.101703e-01
8.709635899561327e-02	3.572755e-02	4.102071e-01
8.749837752274885e-02	3.589570e-02	4.102441e-01
8.790225168309369e-02	3.606465e-02	4.102813e-01
8.830799004186157e-02	3.623442e-02	4.103187e-01
8.871560120380141e-02	3.640500e-02	4.103563e-01
8.912509381337991e-02	3.657641e-02	4.103940e-01
8.953647655496477e-02	3.674863e-02	4.104320e-01
8.994975815300893e-02	3.692168e-02	4.104700e-01
9.036494737223559e-02	3.709557e-02	4.105083e-01
9.078205301782406e-02	3.727028e-02	4.105468e-01
9.120108393559649e-02	3.744584e-02	4.105855e-01
9.162204901220551e-02	3.762224e-02	4.106243e-01
9.204495717532270e-02	3.779949e-02	4.106633e-01
9.246981739382786e-02	3.797759e-02	4.107026e-01
9.289663867799927e-02	3.815655e-02	4.107420e-01
9.332543007970477e-02	3.833637e-02	4.107816e-01
9.375620069259373e-02	3.851705e-02	4.108213e-01
9.418895965228986e-02	3.869860e-02	4.108613e-01
9.462371613658506e-02	3.888103e-02	4.109015e-01
9.506047936563394e-02	3.906433e-02	4.109418e-01
9.549925860214943e-02	3.924851e-02	4.109824e-01
9.594006315159918e-02	3.943359e-02	4.110231e-01
9.638290236240295e-02	3.961955e-02	4.110641e-01
9.682778562613084e-02	3.980641e-02	4.111052e-01
9.727472237770246e-02	3.999417e-02	4.111466e-01
9.772372209558707e-02	4.018283e-02	4.111881e-01
9.817479430200446e-02	4.037241e-02	4.112299e-01
9.862794856312711e-02	4.056289e-02	4.112718e-01
9.908319448928285e-02	4.075430e-02	4.113140e-01
9.954054173515883e-02	4.094663e-02	4.113563e-01
1.000000000000062e-01	4.113989e-02	4.113989e-01
1.004615790278457e-01	4.133407e-02	4.114416e-01
1.009252886076747e-01	4.152920e-02	4.114846e-01
1.013911385736742e-01	4.172527e-02	4.115278e-01
1.018591388054180e-01	4.192228e-02	4.115711e-01
1.023292992280818e-01	4.212025e-02	4.116147e-01
1.028016298126537e-01	4.231917e-02	4.116585e-01
1.032761405761461e-01	4.251905e-02	4.117025e-01
1.037528415818077e-01	4.271990e-02	4.117468e-01
1.042317429393369e-01	4.292171e-02	4.117912e-01
1.047128548050965e-01	4.312451e-02	4.118358e-01
1.051961873823288e-01	4.332828e-02	4.118807e-01
1.056817509213724e-01	4.353304e-02	4.119258e-01
1.061695557198791e-01	4.373879e-02	4.119711e-01
1.066596121230324e-01	4.394554e-02	4.120166e-01
1.071519305237673e-01	4.415328e-02	4.120624e-01
1.076465213629902e-01	4.436203e-02	4.121083e-01
1.081433951298006e-01	4.457179e-02	4.121545e-01
1.086425623617134e-01	4.478257e-02	4.122010e-01
1.091440336448825e-01	4.499437e-02	4.122476e-01
1.096478196143254e-01	4.520719e-02	4.122944e-01
1.101539309541484e-01	4.542104e-02	4.123415e-01
1.106623783977736e-01	4.563593e-02	4.123889e-01
1.111731727281661e-01	4.585186e-02	4.124364e-01
1.116863247780632e-01	4.606884e-02	4.124842e-01
1.122018454302034e-01	4.628687e-02	4.125322e-01
1.127197456175582e-01	4.650596e-02	4.125804e-01
1.132400363235629e-01	4.672611e-02	4.126289e-01
1.137627285823503e-01	4.694733e-02	4.126776e-01
1.142878334789844e-01	4.716962e-02	4.127266e-01
1.148153621496956e-01	4.739299e-02	4.127757e-01
1.153453257821166e-01	4.761745e-02	4.128252e-01
1.158777356155200e-01	4.784300e-02	4.128748e-01
1.164126029410565e-01	4.806964e-02	4.129247e-01
1.169499391019945e-01	4.829739e-02	4.129749e-01
1.174897554939604e-01	4.852624e-02	4.130253e-01
1.180320635651805e-01	4.875620e-02	4.130759e-01
1.185768748167236e-01	4.898728e-02	4.131268e-01
1.191242008027451e-01	4.921949e-02	4.131779e-01
1.196740531307320e-01	4.945282e-02	4.132293e-01
1.202264434617490e-01	4.968730e-02	4.132809e-01
1.207813835106858e-01	4.992291e-02	4.133328e-01
1.213388850465055e-01	5.015967e-02	4.133849e-01
1.218989598924945e-01	5.039758e-02	4.134373e-01
1.224616199265127e-01	5.063665e-02	4.134900e-01
1.230268770812461e-01	5.087689e-02	4.135429e-01
1.235947433444590e-01	5.111829e-02	4.135960e-01
1.241652307592491e-01	5.136088e-02	4.136494e-01
1.247383514243024e-01	5.160464e-02	4.137031e-01
1.253141174941497e-01	5.184960e-02	4.137570e-01
1.258925411794249e-01	5.209575e-02	4.138112e-01
1.264736347471233e-01	5.234310e-02	4.138657e-01
1.270574105208624e-01	5.259166e-02	4.139204e-01
1.276438808811427e-01	5.284143e-02	4.139754e-01
1.282330582656105e-01	5.309242e-02	4.140307e-01
1.288249551693218e-01	5.334464e-02	4.140862e-01
1.294195841450070e-01	5.359809e-02	4.141420e-01
1.300169578033375e-01	5.385278e-02	4.141981e-01
1.306170888131926e-01	5.410871e-02	4.142545e-01
1.312199899019289e-01	5.436590e-02	4.143111e-01
1.318256738556493e-01	5.462434e-02	4.143680e-01
1.324341535194751e-01	5.488405e-02	4.144252e-01
1.330454417978178e-01	5.514503e-02	4.144827e-01
1.336595516546530e-01	5.540729e-02	4.145404e-01
1.342764961137952e-01	5.567082e-02	4.145984e-01
1.348962882591742e-01	5.593565e-02	4.146568e-01
1.355189412351125e-01	5.620179e-02	4.147153e-01
1.361444682466040e-01	5.646922e-02	4.147742e-01
1.367728825595939e-01	5.673796e-02	4.148334e-01
1.374041975012606e-01	5.700802e-02	4.148929e-01
1.380384264602976e-01	5.727941e-02	4.149526e-01
1.386755828871980e-01	5.755213e-02	4.150127e-01
1.393156802945395e-01	5.782618e-02	4.150730e-01
1.399587322572711e-01	5.810158e-02	4.151337e-01
1.406047524130007e-01	5.837834e-02	4.151946e-01
1.412537544622848e-01	5.865645e-02	4.152558e-01
1.419057521689186e-01	5.893593e-02	4.153174e-01
1.425607593602283e-01	5.921678e-02	4.153792e-01
1.432187899273638e-01	5.949901e-02	4.154414e-01
1.438798578255941e-01	5.978263e-02	4.155038e-01
1.445439770746024e-01	6.006765e-02	4.155666e-01
1.452111617587839e-01	6.035406e-02	4.156296e-01
1.458814260275446e-01	6.064189e-02	4.156930e-01
1.465547840956009e-01	6.093113e-02	4.157567e-01
1.472312502432817e-01	6.122180e-02	4.158207e-01
1.479108388168306e-01	6.151390e-02	4.158850e-01
1.485935642287106e-01	6.180744e-02	4.159496e-01
1.492794409579096e-01	6.210243e-02	4.160146e-01
1.499684835502474e-01	6.239887e-02	4.160799e-01
1.506607066186843e-01	6.269677e-02	4.161455e-01
1.513561248436310e-01	6.299614e-02	4.162114e-01
1.520547529732598e-01	6.329700e-02	4.162776e-01
1.527566058238176e-01	6.359933e-02	4.163442e-01
1.534616982799397e-01	6.390315e-02	4.164111e-01
1.541700452949663e-01	6.420849e-02	4.164783e-01
1.548816618912586e-01	6.451532e-02	4.165459e-01
1.555965631605180e-01	6.482367e-02	4.166138e-01
1.563147642641060e-01	6.513356e-02	4.166820e-01
1.570362804333659e-01	6.544496e-02	4.167506e-01
1.577611269699455e-01	6.575792e-02	4.168195e-01
1.584893192461221e-01	6.607241e-02	4.168888e-01
1.592208727051278e-01	6.638847e-02	4.169584e-01
1.599558028614777e-01	6.670609e-02	4.170283e-01
1.606941253012986e-01	6.702529e-02	4.170986e-01
1.614358556826596e-01	6.734607e-02	4.171692e-01
1.621810097359040e-01	6.766844e-02	4.172402e-01
1.629296032639834e-01	6.799240e-02	4.173115e-01
1.636816521427920e-01	6.831797e-02	4.173832e-01
1.644371723215044e-01	6.864516e-02	4.174553e-01
1.651961798229128e-01	6.897397e-02	4.175276e-01
1.659586907437674e-01	6.930441e-02	4.176004e-01
1.667247212551177e-01	6.963650e-02	4.176735e-01
1.674942876026552e-01	6.997024e-02	4.177470e-01
1.682674061070583e-01	7.030563e-02	4.178209e-01
1.690440931643380e-01	7.064269e-02	4.178951e-01
1.698243652461861e-01	7.098144e-02	4.179697e-01
1.706082389003241e-01	7.132186e-02	4.180446e-01
1.713957307508543e-01	7.166398e-02	4.181200e-01
1.721868574986126e-01	7.200780e-02	4.181957e-01
1.729816359215221e-01	7.235333e-02	4.182718e-01
1.737800828749495e-01	7.270059e-02	4.183482e-01
1.745822152920624e-01	7.304958e-02	4.184251e-01
1.753880501841882e-01	7.340030e-02	4.185023e-01
1.761976046411751e-01	7.375278e-02	4.185799e-01
1.770108958317544e-01	7.410701e-02	4.186579e-01
1.778279410039046e-01	7.446301e-02	4.187363e-01
1.786487574852175e-01	7.482079e-02	4.188150e-01
1.794733626832651e-01	7.518036e-02	4.188942e-01
1.803017740859694e-01	7.554172e-02	4.189738e-01
1.811340092619728e-01	7.590489e-02	4.190538e-01
1.819700858610110e-01	7.626987e-02	4.191341e-01
1.828100216142870e-01	7.663669e-02	4.192149e-01
1.836538343348475e-01	7.700533e-02	4.192961e-01
1.845015419179603e-01	7.737582e-02	4.193777e-01
1.853531623414941e-01	7.774817e-02	4.194596e-01
1.862087136662998e-01	7.812238e-02	4.195420e-01
1.870682140365931e-01	7.849847e-02	4.196248e-01
1.879316816803400e-01	7.887644e-02	4.197081e-01
1.887991349096426e-01	7.925631e-02	4.197917e-01
1.896705921211279e-01	7.963809e-02	4.198758e-01
1.905460717963381e-01	8.002178e-02	4.199603e-01
1.914255925021220e-01	8.040740e-02	4.200452e-01
1.923091728910294e-01	8.079495e-02	4.201305e-01
1.931968317017060e-01	8.118445e-02	4.202163e-01
1.940885877592915e-01	8.157591e-02	4.203025e-01
1.949844599758183e-01	8.196934e-02	4.203891e-01
1.958844673506128e-01	8.236475e-02	4.204761e-01
1.967886289706984e-01	8.276214e-02	4.205637e-01
1.976969640112001e-01	8.316154e-02	4.206516e-01
1.986094917357512e-01	8.356296e-02	4.207400e-01
1.995262314969021e-01	8.396639e-02	4.208288e-01
2.004472027365303e-01	8.437186e-02	4.209181e-01
2.013724249862531e-01	8.477937e-02	4.210078e-01
2.023019178678415e-01	8.518893e-02	4.210980e-01
2.032357010936366e-01	8.560057e-02	4.211887e-01
2.041737944669675e-01	8.601429e-02	4.212797e-01
2.051162178825711e-01	8.643009e-02	4.213713e-01
2.060629913270147e-01	8.684799e-02	4.214633e-01
2.070141348791190e-01	8.726801e-02	4.215558e-01
2.079696687103844e-01	8.769015e-02	4.216487e-01
2.089296130854189e-01	8.811443e-02	4.217422e-01
2.098939883623674e-01	8.854085e-02	4.218360e-01
2.108628149933441e-01	8.896944e-02	4.219304e-01
2.118361135248654e-01	8.940019e-02	4.220253e-01
2.128139045982865e-01	8.983313e-02	4.221206e-01
2.137962089502386e-01	9.026827e-02	4.222164e-01
2.147830474130688e-01	9.070561e-02	4.223127e-01
2.157744409152822e-01	9.114517e-02	4.224095e-01
2.167704104819851e-01	9.158697e-02	4.225068e-01
2.177709772353315e-01	9.203100e-02	4.226046e-01
2.187761623949710e-01	9.247730e-02	4.227028e-01
2.197859872784984e-01	9.292586e-02	4.228016e-01
2.208004733019059e-01	9.337671e-02	4.229009e-01
2.218196419800379e-01	9.382985e-02	4.230006e-01
2.228435149270465e-01	9.428529e-02	4.231009e-01
2.238721138568502e-01	9.474306e-02	4.232017e-01
2.249054605835944e-01	9.520316e-02	4.233030e-01
2.259435770221142e-01	9.566560e-02	4.234048e-01
2.269864851883987e-01	9.613041e-02	4.235072e-01
2.280342072000584e-01	9.659758e-02	4.236101e-01
2.290867652767939e-01	9.706714e-02	4.237134e-01
2.301441817408676e-01	9.753910e-02	4.238174e-01
2.312064790175763e-01	9.801347e-02	4.239218e-01
2.322736796357276e-01	9.849027e-02	4.240268e-01
2.333458062281173e-01	9.896950e-02	4.241323e-01
2.344228815320093e-01	9.945118e-02	4.242384e-01
2.355049283896182e-01	9.993534e-02	4.243450e-01
2.365919697485931e-01	1.004220e-01	4.244521e-01
2.376840286625051e-01	1.009111e-01	4.245598e-01
2.387811282913352e-01	1.014027e-01	4.246681e-01
2.398832919019666e-01	1.018969e-01	4.247769e-01
2.409905428686772e-01	1.023936e-01	4.248863e-01
2.421029046736356e-01	1.028928e-01	4.249962e-01
2.432204009073994e-01	1.033946e-01	4.251067e-01
2.443430552694152e-01	1.038990e-01	4.252177e-01
2.454708915685211e-01	1.044060e-01	4.253294e-01
2.466039337234521e-01	1.049156e-01	4.254416e-01
2.477422057633468e-01	1.054278e-01	4.255543e-01
2.488857318282575e-01	1.059426e-01	4.256677e-01
2.500345361696616e-01	1.064601e-01	4.257817e-01
2.511886431509766e-01	1.069803e-01	4.258962e-01
2.523480772480761e-01	1.075031e-01	4.260113e-01
2.535128630498095e-01	1.080287e-01	4.261270e-01
2.546830252585230e-01	1.085569e-01	4.262434e-01
2.558585886905835e-01	1.090879e-01	4.263603e-01
2.570395782769054e-01	1.096217e-01	4.264778e-01
2.582260190634788e-01	1.101582e-01	4.265959e-01
2.594179362119007e-01	1.106974e-01	4.267147e-01
2.606153549999090e-01	1.112395e-01	4.268340e-01
2.618183008219180e-01	1.117844e-01	4.269540e-01
2.630267991895578e-01	1.123321e-01	4.270746e-01
2.642408757322144e-01	1.128826e-01	4.271958e-01
2.654605561975737e-01	1.134360e-01	4.273176e-01
2.666858664521679e-01	1.139922e-01	4.274401e-01
2.679168324819232e-01	1.145514e-01	4.275633e-01
2.691534803927118e-01	1.151134e-01	4.276870e-01
2.703958364109046e-01	1.156784e-01	4.278114e-01
2.716439268839286e-01	1.162463e-01	4.279365e-01
2.728977782808246e-01	1.168172e-01	4.280621e-01
2.741574171928088e-01	1.173911e-01	4.281885e-01
2.754228703338373e-01	1.179679e-01	4.283155e-01
2.766941645411720e-01	1.185477e-01	4.284432e-01
2.779713267759498e-01	1.191306e-01	4.285715e-01
2.792543841237549e-01	1.197165e-01	4.287005e-01
2.805433637951925e-01	1.203055e-01	4.288302e-01
2.818382931264666e-01	1.208975e-01	4.289606e-01
2.831391995799593e-01	1.214927e-01	4.290916e-01
2.844461107448130e-01	1.220909e-01	4.292234e-01
2.857590543375163e-01	1.226923e-01	4.293558e-01
2.870780582024908e-01	1.232968e-01	4.294889e-01
2.884031503126824e-01	1.239045e-01	4.296227e-01
2.897343587701543e-01	1.245154e-01	4.297572e-01
2.910717118066826e-01	1.251295e-01	4.298924e-01
2.924152377843558e-01	1.257468e-01	4.300283e-01
2.937649651961754e-01	1.263674e-01	4.301650e-01
2.951209226666611e-01	1.269912e-01	4.303023e-01
2.964831389524569e-01	1.276183e-01	4.304404e-01
2.978516429429417e-01	1.282487e-01	4.305792e-01
2.992264636608417e-01	1.288825e-01	4.307187e-01
3.006076302628460e-01	1.295195e-01	4.308590e-01
3.019951720402247e-01	1.301599e-01	4.310000e-01
3.033891184194503e-01	1.308037e-01	4.311418e-01
3.047894989628216e-01	1.314509e-01	4.312843e-01
3.061963433690912e-01	1.321015e-01	4.314275e-01
3.076096814740944e-01	1.327556e-01	4.315716e-01
3.090295432513828e-01	1.334131e-01	4.317163e-01
3.104559588128594e-01	1.340741e-01	4.318619e-01
3.118889584094176e-01	1.347386e-01	4.320082e-01
3.133285724315826e-01	1.354066e-01	4.321553e-01
3.147748314101558e-01	1.360781e-01	4.323031e-01
3.162277660168623e-01	1.367533e-01	4.324518e-01
3.176874070650015e-01	1.374320e-01	4.326012e-01
3.191537855101008e-01	1.381143e-01	4.327514e-01
3.206269324505713e-01	1.388002e-01	4.329025e-01
3.221068791283683e-01	1.394898e-01	4.330543e-01
3.235936569296533e-01	1.401830e-01	4.332070e-01
3.250872973854596e-01	1.408800e-01	4.333604e-01
3.265878321723611e-01	1.415806e-01	4.335147e-01
3.280952931131444e-01	1.422850e-01	4.336698e-01
3.296097121774834e-01	1.429932e-01	4.338257e-01
3.311311214826168e-01	1.437051e-01	4.339825e-01
3.326595532940304e-01	1.444208e-01	4.341401e-01
3.341950400261403e-01	1.451404e-01	4.342985e-01
3.357376142429808e-01	1.458638e-01	4.344578e-01
3.372873086588952e-01	1.465911e-01	4.346179e-01
3.388441561392290e-01	1.473223e-01	4.347789e-01
3.404081897010274e-01	1.480574e-01	4.349408e-01
3.419794425137355e-01	1.487965e-01	4.351035e-01
3.435579478999015e-01	1.495395e-01	4.352671e-01
3.451437393358832e-01	1.502865e-01	4.354316e-01
3.467368504525588e-01	1.510375e-01	4.355970e-01
3.483373150360390e-01	1.517926e-01	4.357632e-01
3.499451670283847e-01	1.525517e-01	4.359304e-01
3.515604405283257e-01	1.533149e-01	4.360984e-01
3.531831697919847e-01	1.540823e-01	4.362674e-01
3.548133892336033e-01	1.548538e-01	4.364372e-01
3.564511334262723e-01	1.556294e-01	4.366080e-01
3.580964371026642e-01	1.564093e-01	4.367797e-01
3.597493351557706e-01	1.571933e-01	4.369524e-01
3.614098626396418e-01	1.579816e-01	4.371260e-01
3.630780547701300e-01	1.587742e-01	4.373004e-01
3.647539469256366e-01	1.595711e-01	4.374759e-01
3.664375746478623e-01	1.603723e-01	4.376523e-01
3.681289736425605e-01	1.611778e-01	4.378297e-01
3.698281797802955e-01	1.619877e-01	4.380080e-01
3.715352290972019e-01	1.628020e-01	4.381873e-01
3.732501577957502e-01	1.636208e-01	4.383676e-01
3.749730022455133e-01	1.644440e-01	4.385489e-01
3.767037989839387e-01	1.652717e-01	4.387311e-01
3.784425847171233e-01	1.661039e-01	4.389143e-01
3.801893963205914e-01	1.669406e-01	4.390986e-01
3.819442708400769e-01	1.677819e-01	4.392838e-01
3.837072454923093e-01	1.686278e-01	4.394701e-01
3.854783576658025e-01	1.694784e-01	4.396573e-01
3.872576449216481e-01	1.703336e-01	4.398457e-01
3.890451449943116e-01	1.711935e-01	4.400350e-01
3.908408957924333e-01	1.720581e-01	4.402253e-01
3.926449353996312e-01	1.729274e-01	4.404168e-01
3.944573020753099e-01	1.738015e-01	4.406092e-01
3.962780342554711e-01	1.746804e-01	4.408028e-01
3.981071705535291e-01	1.755642e-01	4.409973e-01
3.999447497611295e-01	1.764528e-01	4.411930e-01
4.017908108489722e-01	1.773463e-01	4.413897e-01
4.036453929676374e-01	1.782448e-01	4.415876e-01
4.055085354484164e-01	1.791482e-01	4.417865e-01
4.073802778041455e-01	1.800566e-01	4.419865e-01
4.092606597300438e-01	1.809700e-01	4.421876e-01
4.111497211045553e-01	1.818884e-01	4.423898e-01
4.130475019901946e-01	1.828120e-01	4.425932e-01
4.149540426343964e-01	1.837407e-01	4.427977e-01
4.168693834703691e-01	1.846745e-01	4.430033e-01
4.187935651179521e-01	1.856135e-01	4.432100e-01
4.207266283844781e-01	1.865577e-01	4.434179e-01
4.226686142656371e-01	1.875072e-01	4.436270e-01
4.246195639463473e-01	1.884620e-01	4.438372e-01
4.265795188016272e-01	1.894220e-01	4.440486e-01
4.285485203974743e-01	1.903875e-01	4.442612e-01
4.305266104917456e-01	1.913583e-01	4.444749e-01
4.325138310350439e-01	1.923345e-01	4.446899e-01
4.345102241716068e-01	1.933162e-01	4.449060e-01
4.365158322402015e-01	1.943034e-01	4.451234e-01
4.385306977750214e-01	1.952961e-01	4.453419e-01
4.405548635065892e-01	1.962944e-01	4.455618e-01
4.425883723626626e-01	1.972983e-01	4.457828e-01
4.446312674691450e-01	1.983078e-01	4.460051e-01
4.466835921509996e-01	1.993230e-01	4.462286e-01
4.487453899331688e-01	2.003439e-01	4.464534e-01
4.508167045414970e-01	2.013706e-01	4.466794e-01
4.528975799036578e-01	2.024030e-01	4.469067e-01
4.549880601500858e-01	2.034412e-01	4.471354e-01
4.570881896149125e-01	2.044854e-01	4.473653e-01
4.591980128369063e-01	2.055354e-01	4.475965e-01
4.613175745604173e-01	2.065914e-01	4.478289e-01
4.634469197363261e-01	2.076533e-01	4.480628e-01
4.655860935229972e-01	2.087213e-01	4.482979e-01
4.677351412872367e-01	2.097953e-01	4.485344e-01
4.698941086052541e-01	2.108754e-01	4.487722e-01
4.720630412636294e-01	2.119617e-01	4.490114e-01
4.742419852602838e-01	2.130541e-01	4.492519e-01
4.764309868054550e-01	2.141528e-01	4.494938e-01
4.786300923226778e-01	2.152577e-01	4.497371e-01
4.808393484497682e-01	2.163689e-01	4.499818e-01
4.830588020398126e-01	2.174865e-01	4.502279e-01
4.852885001621612e-01	2.186105e-01	4.504753e-01
4.875284901034267e-01	2.197409e-01	4.507242e-01
4.897788193684868e-01	2.208778e-01	4.509746e-01
4.920395356814917e-01	2.220212e-01	4.512263e-01
4.943106869868764e-01	2.231711e-01	4.514795e-01
4.965923214503773e-01	2.243277e-01	4.517342e-01
4.988844874600536e-01	2.254909e-01	4.519903e-01
5.011872336273140e-01	2.266608e-01	4.522479e-01
5.035006087879467e-01	2.278375e-01	4.525069e-01
5.058246620031561e-01	2.290210e-01	4.527675e-01
5.081594425606029e-01	2.302113e-01	4.530296e-01
5.105049999754488e-01	2.314084e-01	4.532932e-01
5.128613839914077e-01	2.326125e-01	4.535583e-01
5.152286445817995e-01	2.338236e-01	4.538249e-01
5.176068319506110e-01	2.350417e-01	4.540932e-01
5.199959965335595e-01	2.362669e-01	4.543629e-01
5.223961889991635e-01	2.374992e-01	4.546342e-01
5.248074602498166e-01	2.387387e-01	4.549071e-01
5.272298614228670e-01	2.399853e-01	4.551816e-01
5.296634438917023e-01	2.412393e-01	4.554577e-01
5.321082592668389e-01	2.425006e-01	4.557354e-01
5.345643593970166e-01	2.437692e-01	4.560148e-01
5.370317963702980e-01	2.450453e-01	4.562957e-01
5.395106225151730e-01	2.463289e-01	4.565783e-01
5.420008904016695e-01	2.476199e-01	4.568626e-01
5.445026528424671e-01	2.489186e-01	4.571486e-01
5.470159628940178e-01	2.502249e-01	4.574362e-01
5.495408738576709e-01	2.515388e-01	4.577255e-01
5.520774392808040e-01	2.528606e-01	4.580165e-01
5.546257129579576e-01	2.541901e-01	4.583092e-01
5.571857489319769e-01	2.555274e-01	4.586037e-01
5.597576014951576e-01	2.568727e-01	4.588999e-01
5.623413251903967e-01	2.582259e-01	4.591978e-01
5.649369748123504e-01	2.595871e-01	4.594975e-01
5.675446054085952e-01	2.609564e-01	4.597990e-01
5.701642722807959e-01	2.623339e-01	4.601023e-01
5.727960309858779e-01	2.637195e-01	4.604074e-01
5.754399373372059e-01	2.651134e-01	4.607143e-01
5.780960474057674e-01	2.665156e-01	4.610230e-01
5.807644175213614e-01	2.679261e-01	4.613336e-01
5.834451042737945e-01	2.693451e-01	4.616460e-01
5.861381645140786e-01	2.707725e-01	4.619603e-01
5.888436553556392e-01	2.722086e-01	4.622765e-01
5.915616341755244e-01	2.736532e-01	4.625945e-01
5.942921586156235e-01	2.751065e-01	4.629145e-01
5.970352865838879e-01	2.765685e-01	4.632364e-01
5.997910762555607e-01	2.780393e-01	4.635603e-01
6.025595860744094e-01	2.795190e-01	4.638861e-01
6.053408747539655e-01	2.810076e-01	4.642138e-01
6.081350012787701e-01	2.825052e-01	4.645436e-01
6.109420249056244e-01	2.840118e-01	4.648753e-01
6.137620051648469e-01	2.855276e-01	4.652090e-01
6.165950018615352e-01	2.870526e-01	4.655448e-01
6.194410750768347e-01	2.885868e-01	4.658826e-01
6.223002851692130e-01	2.901303e-01	4.662224e-01
6.251726927757396e-01	2.916833e-01	4.665643e-01
6.280583588133720e-01	2.932457e-01	4.669083e-01
6.309573444802477e-01	2.948176e-01	4.672544e-01
6.338697112569817e-01	2.963991e-01	4.676027e-01
6.367955209079708e-01	2.979904e-01	4.679530e-01
6.397348354827034e-01	2.995913e-01	4.683055e-01
6.426877173170752e-01	3.012021e-01	4.686601e-01
6.456542290347115e-01	3.028228e-01	4.690170e-01
6.486344335482945e-01	3.044534e-01	4.693760e-01
6.516283940608991e-01	3.060941e-01	4.697372e-01
6.546361740673317e-01	3.077449e-01	4.701007e-01
6.576578373554776e-01	3.094059e-01	4.704664e-01
6.606934480076534e-01	3.110772e-01	4.708344e-01
6.637430704019666e-01	3.127588e-01	4.712046e-01
6.668067692136801e-01	3.144509e-01	4.715772e-01
6.698846094165847e-01	3.161534e-01	4.719521e-01
6.729766562843763e-01	3.178665e-01	4.723292e-01
6.760829753920407e-01	3.195904e-01	4.727088e-01
6.792036326172438e-01	3.213249e-01	4.730907e-01
6.823386941417292e-01	3.230703e-01	4.734749e-01
6.854882264527214e-01	3.248266e-01	4.738616e-01
6.886522963443362e-01	3.265939e-01	4.742508e-01
6.918309709189970e-01	3.283722e-01	4.746423e-01
6.950243175888576e-01	3.301618e-01	4.750363e-01
6.982324040772325e-01	3.319626e-01	4.754328e-01
7.014552984200327e-01	3.337747e-01	4.758318e-01
7.046930689672087e-01	3.355983e-01	4.762333e-01
7.079457843842000e-01	3.374334e-01	4.766373e-01
7.112135136533915e-01	3.392801e-01	4.770439e-01
7.144963260755761e-01	3.411385e-01	4.774531e-01
7.177942912714249e-01	3.430087e-01	4.778648e-01
7.211074791829630e-01	3.448907e-01	4.782792e-01
7.244359600750540e-01	3.467848e-01	4.786962e-01
7.277798045368882e-01	3.486909e-01	4.791159e-01
7.311390834834820e-01	3.506092e-01	4.795383e-01
7.345138681571798e-01	3.525397e-01	4.799633e-01
7.379042301291661e-01	3.544826e-01	4.803911e-01
7.413102413009831e-01	3.564380e-01	4.808216e-01
7.447319739060549e-01	3.584059e-01	4.812549e-01
7.481695005112206e-01	3.603865e-01	4.816909e-01
7.516228940182721e-01	3.623798e-01	4.821298e-01
7.550922276655009e-01	3.643860e-01	4.825715e-01
7.585775750292510e-01	3.664052e-01	4.830161e-01
7.620790100254796e-01	3.684374e-01	4.834635e-01
7.655966069113244e-01	3.704828e-01	4.839139e-01
7.691304402866780e-01	3.725415e-01	4.843671e-01
7.726805850957710e-01	3.746136e-01	4.848233e-01
7.762471166287609e-01	3.766991e-01	4.852825e-01
7.798301105233282e-01	3.787983e-01	4.857447e-01
7.834296427662817e-01	3.809112e-01	4.862099e-01
