r_l	V(vo)	I(RL1)
4.265795188016535e+01	5.010614e+00	1.174603e-01
4.285485203975007e+01	5.010619e+00	1.169207e-01
4.305266104917721e+01	5.010624e+00	1.163836e-01
4.325138310350705e+01	5.010629e+00	1.158490e-01
4.345102241716336e+01	5.010634e+00	1.153168e-01
4.365158322402284e+01	5.010639e+00	1.147871e-01
4.385306977750484e+01	5.010643e+00	1.142598e-01
4.405548635066163e+01	5.010648e+00	1.137349e-01
4.425883723626900e+01	5.010653e+00	1.132125e-01
4.446312674691723e+01	5.010658e+00	1.126924e-01
4.466835921510271e+01	5.010663e+00	1.121748e-01
4.487453899331965e+01	5.010668e+00	1.116595e-01
4.508167045415247e+01	5.010673e+00	1.111466e-01
4.528975799036857e+01	5.010677e+00	1.106360e-01
4.549880601501138e+01	5.010682e+00	1.101278e-01
4.570881896149407e+01	5.010686e+00	1.096219e-01
4.591980128369345e+01	5.010691e+00	1.091183e-01
4.613175745604457e+01	5.010696e+00	1.086171e-01
4.634469197363546e+01	5.010700e+00	1.081181e-01
4.655860935230258e+01	5.010705e+00	1.076214e-01
4.677351412872655e+01	5.010710e+00	1.071271e-01
4.698941086052830e+01	5.010714e+00	1.066350e-01
4.720630412636584e+01	5.010719e+00	1.061451e-01
4.742419852603130e+01	5.010723e+00	1.056575e-01
4.764309868054843e+01	5.010728e+00	1.051722e-01
4.786300923227073e+01	5.010732e+00	1.046890e-01
4.808393484497979e+01	5.010737e+00	1.042081e-01
4.830588020398424e+01	5.010741e+00	1.037294e-01
4.852885001621910e+01	5.010746e+00	1.032529e-01
4.875284901034567e+01	5.010750e+00	1.027786e-01
4.897788193685169e+01	5.010755e+00	1.023065e-01
4.920395356815220e+01	5.010759e+00	1.018365e-01
4.943106869869069e+01	5.010763e+00	1.013687e-01
4.965923214504079e+01	5.010767e+00	1.009030e-01
4.988844874600844e+01	5.010772e+00	1.004395e-01
5.011872336273449e+01	5.010776e+00	9.997813e-02
5.035006087879777e+01	5.010780e+00	9.951885e-02
5.058246620031873e+01	5.010785e+00	9.906169e-02
5.081594425606342e+01	5.010789e+00	9.860662e-02
5.105049999754803e+01	5.010793e+00	9.815365e-02
5.128613839914392e+01	5.010797e+00	9.770276e-02
5.152286445818313e+01	5.010801e+00	9.725393e-02
5.176068319506428e+01	5.010806e+00	9.680717e-02
5.199959965335916e+01	5.010810e+00	9.636246e-02
5.223961889991958e+01	5.010814e+00	9.591980e-02
5.248074602498489e+01	5.010818e+00	9.547917e-02
5.272298614228994e+01	5.010822e+00	9.504056e-02
5.296634438917349e+01	5.010826e+00	9.460396e-02
5.321082592668717e+01	5.010830e+00	9.416937e-02
5.345643593970495e+01	5.010834e+00	9.373678e-02
5.370317963703310e+01	5.010838e+00	9.330618e-02
5.395106225152063e+01	5.010842e+00	9.287754e-02
5.420008904017028e+01	5.010846e+00	9.245089e-02
5.445026528425007e+01	5.010850e+00	9.202618e-02
5.470159628940515e+01	5.010854e+00	9.160344e-02
5.495408738577048e+01	5.010858e+00	9.118263e-02
5.520774392808380e+01	5.010862e+00	9.076376e-02
5.546257129579918e+01	5.010866e+00	9.034680e-02
5.571857489320113e+01	5.010870e+00	8.993176e-02
5.597576014951920e+01	5.010874e+00	8.951864e-02
5.623413251904313e+01	5.010878e+00	8.910740e-02
5.649369748123853e+01	5.010881e+00	8.869806e-02
5.675446054086302e+01	5.010885e+00	8.829059e-02
5.701642722808310e+01	5.010889e+00	8.788500e-02
5.727960309859132e+01	5.010893e+00	8.748128e-02
5.754399373372413e+01	5.010896e+00	8.707940e-02
5.780960474058029e+01	5.010900e+00	8.667937e-02
5.807644175213973e+01	5.010904e+00	8.628118e-02
5.834451042738304e+01	5.010908e+00	8.588482e-02
5.861381645141149e+01	5.010911e+00	8.549028e-02
5.888436553556755e+01	5.010915e+00	8.509754e-02
5.915616341755609e+01	5.010919e+00	8.470662e-02
5.942921586156600e+01	5.010922e+00	8.431749e-02
5.970352865839247e+01	5.010926e+00	8.393015e-02
5.997910762555977e+01	5.010930e+00	8.354458e-02
6.025595860744464e+01	5.010933e+00	8.316079e-02
6.053408747540028e+01	5.010937e+00	8.277876e-02
6.081350012788075e+01	5.010941e+00	8.239849e-02
6.109420249056620e+01	5.010944e+00	8.201995e-02
6.137620051648847e+01	5.010947e+00	8.164317e-02
6.165950018615731e+01	5.010951e+00	8.126811e-02
6.194410750768729e+01	5.010954e+00	8.089478e-02
6.223002851692514e+01	5.010958e+00	8.052315e-02
6.251726927757781e+01	5.010962e+00	8.015323e-02
6.280583588134107e+01	5.010965e+00	7.978502e-02
6.309573444802866e+01	5.010968e+00	7.941850e-02
6.338697112570207e+01	5.010972e+00	7.905366e-02
6.367955209080100e+01	5.010975e+00	7.869049e-02
6.397348354827428e+01	5.010979e+00	7.832900e-02
6.426877173171148e+01	5.010982e+00	7.796916e-02
6.456542290347512e+01	5.010985e+00	7.761098e-02
6.486344335483345e+01	5.010989e+00	7.725444e-02
6.516283940609394e+01	5.010992e+00	7.689954e-02
6.546361740673720e+01	5.010995e+00	7.654627e-02
6.576578373555182e+01	5.010999e+00	7.619462e-02
6.606934480076941e+01	5.011002e+00	7.584459e-02
6.637430704020075e+01	5.011005e+00	7.549616e-02
6.668067692137211e+01	5.011009e+00	7.514933e-02
6.698846094166261e+01	5.011012e+00	7.480410e-02
6.729766562844179e+01	5.011015e+00	7.446046e-02
6.760829753920824e+01	5.011018e+00	7.411839e-02
6.792036326172857e+01	5.011022e+00	7.377790e-02
6.823386941417711e+01	5.011025e+00	7.343896e-02
6.854882264527636e+01	5.011028e+00	7.310160e-02
6.886522963443787e+01	5.011031e+00	7.276577e-02
6.918309709190396e+01	5.011034e+00	7.243148e-02
6.950243175889004e+01	5.011037e+00	7.209874e-02
6.982324040772755e+01	5.011041e+00	7.176752e-02
7.014552984200760e+01	5.011044e+00	7.143782e-02
7.046930689672521e+01	5.011047e+00	7.110964e-02
7.079457843842437e+01	5.011050e+00	7.078297e-02
7.112135136534354e+01	5.011053e+00	7.045779e-02
7.144963260756202e+01	5.011056e+00	7.013411e-02
7.177942912714691e+01	5.011059e+00	6.981191e-02
7.211074791830076e+01	5.011062e+00	6.949120e-02
7.244359600750985e+01	5.011065e+00	6.917196e-02
7.277798045369330e+01	5.011068e+00	6.885418e-02
7.311390834835269e+01	5.011071e+00	6.853787e-02
7.345138681572251e+01	5.011075e+00	6.822301e-02
7.379042301292117e+01	5.011077e+00	6.790959e-02
7.413102413010287e+01	5.011080e+00	6.759761e-02
7.447319739061008e+01	5.011083e+00	6.728707e-02
7.481695005112667e+01	5.011086e+00	6.697796e-02
7.516228940183183e+01	5.011089e+00	6.667026e-02
7.550922276655474e+01	5.011092e+00	6.636398e-02
7.585775750292977e+01	5.011095e+00	6.605910e-02
7.620790100255267e+01	5.011098e+00	6.575562e-02
7.655966069113715e+01	5.011101e+00	6.545354e-02
7.691304402867253e+01	5.011104e+00	6.515285e-02
7.726805850958186e+01	5.011106e+00	6.485353e-02
7.762471166288086e+01	5.011109e+00	6.455559e-02
7.798301105233762e+01	5.011112e+00	6.425902e-02
7.834296427663300e+01	5.011115e+00	6.396382e-02
7.870457896952172e+01	5.011118e+00	6.366996e-02
7.906786279999444e+01	5.011121e+00	6.337746e-02
7.943282347244015e+01	5.011124e+00	6.308631e-02
7.979946872680971e+01	5.011126e+00	6.279649e-02
8.016780633878003e+01	5.011129e+00	6.250799e-02
8.053784411991883e+01	5.011132e+00	6.222083e-02
8.090958991785047e+01	5.011135e+00	6.193499e-02
8.128305161642223e+01	5.011137e+00	6.165045e-02
8.165823713587159e+01	5.011140e+00	6.136723e-02
8.203515443299425e+01	5.011143e+00	6.108531e-02
8.241381150131271e+01	5.011146e+00	6.080468e-02
8.279421637124597e+01	5.011148e+00	6.052534e-02
8.317637711027970e+01	5.011151e+00	6.024728e-02
8.356030182313746e+01	5.011153e+00	5.997051e-02
8.394599865195246e+01	5.011156e+00	5.969500e-02
8.433347577644034e+01	5.011159e+00	5.942075e-02
8.472274141407250e+01	5.011161e+00	5.914777e-02
8.511380382025057e+01	5.011164e+00	5.887604e-02
8.550667128848131e+01	5.011167e+00	5.860556e-02
8.590135215055263e+01	5.011169e+00	5.833632e-02
8.629785477671015e+01	5.011172e+00	5.806832e-02
8.669618757583486e+01	5.011174e+00	5.780155e-02
8.709635899562132e+01	5.011177e+00	5.753601e-02
8.749837752275693e+01	5.011179e+00	5.727169e-02
8.790225168310181e+01	5.011182e+00	5.700857e-02
8.830799004186973e+01	5.011185e+00	5.674667e-02
8.871560120380961e+01	5.011187e+00	5.648597e-02
8.912509381338815e+01	5.011189e+00	5.622647e-02
8.953647655497304e+01	5.011192e+00	5.596816e-02
8.994975815301724e+01	5.011195e+00	5.571104e-02
9.036494737224395e+01	5.011197e+00	5.545510e-02
9.078205301783244e+01	5.011199e+00	5.520033e-02
9.120108393560491e+01	5.011202e+00	5.494674e-02
9.162204901221398e+01	5.011204e+00	5.469431e-02
9.204495717533121e+01	5.011207e+00	5.444304e-02
9.246981739383641e+01	5.011209e+00	5.419292e-02
9.289663867800785e+01	5.011212e+00	5.394395e-02
9.332543007971340e+01	5.011214e+00	5.369613e-02
9.375620069260238e+01	5.011217e+00	5.344944e-02
9.418895965229856e+01	5.011219e+00	5.320389e-02
9.462371613659381e+01	5.011221e+00	5.295946e-02
9.506047936564272e+01	5.011224e+00	5.271616e-02
9.549925860215824e+01	5.011226e+00	5.247398e-02
9.594006315160803e+01	5.011229e+00	5.223291e-02
9.638290236241184e+01	5.011231e+00	5.199294e-02
9.682778562613979e+01	5.011233e+00	5.175408e-02
9.727472237771146e+01	5.011235e+00	5.151632e-02
9.772372209559609e+01	5.011238e+00	5.127965e-02
9.817479430201352e+01	5.011240e+00	5.104406e-02
9.862794856313621e+01	5.011242e+00	5.080955e-02
9.908319448929200e+01	5.011245e+00	5.057613e-02
9.954054173516802e+01	5.011247e+00	5.034378e-02
1.000000000000154e+02	5.011249e+00	5.011249e-02
1.004615790278550e+02	5.011251e+00	4.988227e-02
1.009252886076840e+02	5.011254e+00	4.965310e-02
1.013911385736836e+02	5.011256e+00	4.942499e-02
1.018591388054274e+02	5.011258e+00	4.919792e-02
1.023292992280912e+02	5.011261e+00	4.897190e-02
1.028016298126632e+02	5.011262e+00	4.874692e-02
1.032761405761557e+02	5.011265e+00	4.852297e-02
1.037528415818173e+02	5.011267e+00	4.830005e-02
1.042317429393465e+02	5.011269e+00	4.807815e-02
1.047128548051061e+02	5.011271e+00	4.785727e-02
1.051961873823386e+02	5.011273e+00	4.763741e-02
1.056817509213822e+02	5.011276e+00	4.741855e-02
1.061695557198889e+02	5.011278e+00	4.720070e-02
1.066596121230423e+02	5.011280e+00	4.698386e-02
1.071519305237772e+02	5.011282e+00	4.676801e-02
1.076465213630002e+02	5.011284e+00	4.655315e-02
1.081433951298106e+02	5.011286e+00	4.633927e-02
1.086425623617234e+02	5.011288e+00	4.612638e-02
1.091440336448926e+02	5.011291e+00	4.591447e-02
1.096478196143355e+02	5.011292e+00	4.570353e-02
1.101539309541586e+02	5.011295e+00	4.549356e-02
1.106623783977838e+02	5.011297e+00	4.528455e-02
1.111731727281764e+02	5.011299e+00	4.507651e-02
1.116863247780735e+02	5.011301e+00	4.486942e-02
1.122018454302138e+02	5.011303e+00	4.466328e-02
1.127197456175686e+02	5.011305e+00	4.445809e-02
1.132400363235733e+02	5.011307e+00	4.425384e-02
1.137627285823608e+02	5.011309e+00	4.405053e-02
1.142878334789950e+02	5.011311e+00	4.384816e-02
1.148153621497062e+02	5.011313e+00	4.364671e-02
1.153453257821272e+02	5.011315e+00	4.344619e-02
1.158777356155307e+02	5.011317e+00	4.324659e-02
1.164126029410673e+02	5.011319e+00	4.304791e-02
1.169499391020053e+02	5.011321e+00	4.285014e-02
1.174897554939713e+02	5.011323e+00	4.265327e-02
1.180320635651914e+02	5.011325e+00	4.245732e-02
1.185768748167345e+02	5.011327e+00	4.226226e-02
1.191242008027561e+02	5.011329e+00	4.206810e-02
1.196740531307431e+02	5.011331e+00	4.187483e-02
1.202264434617601e+02	5.011333e+00	4.168245e-02
1.207813835106969e+02	5.011334e+00	4.149095e-02
1.213388850465167e+02	5.011336e+00	4.130033e-02
1.218989598925058e+02	5.011338e+00	4.111059e-02
1.224616199265241e+02	5.011340e+00	4.092172e-02
1.230268770812574e+02	5.011342e+00	4.073372e-02
1.235947433444704e+02	5.011344e+00	4.054658e-02
1.241652307592606e+02	5.011346e+00	4.036030e-02
1.247383514243139e+02	5.011348e+00	4.017488e-02
1.253141174941613e+02	5.011350e+00	3.999030e-02
1.258925411794365e+02	5.011352e+00	3.980658e-02
1.264736347471350e+02	5.011353e+00	3.962370e-02
1.270574105208741e+02	5.011355e+00	3.944166e-02
1.276438808811545e+02	5.011357e+00	3.926045e-02
1.282330582656223e+02	5.011359e+00	3.908008e-02
1.288249551693337e+02	5.011361e+00	3.890054e-02
1.294195841450190e+02	5.011363e+00	3.872182e-02
1.300169578033495e+02	5.011364e+00	3.854393e-02
1.306170888132047e+02	5.011366e+00	3.836685e-02
1.312199899019410e+02	5.011368e+00	3.819058e-02
1.318256738556615e+02	5.011370e+00	3.801512e-02
1.324341535194874e+02	5.011371e+00	3.784047e-02
1.330454417978301e+02	5.011373e+00	3.766663e-02
1.336595516546653e+02	5.011375e+00	3.749358e-02
1.342764961138076e+02	5.011376e+00	3.732132e-02
1.348962882591867e+02	5.011378e+00	3.714986e-02
1.355189412351250e+02	5.011380e+00	3.697918e-02
1.361444682466165e+02	5.011382e+00	3.680930e-02
1.367728825596066e+02	5.011384e+00	3.664018e-02
1.374041975012733e+02	5.011385e+00	3.647185e-02
1.380384264603103e+02	5.011387e+00	3.630429e-02
1.386755828872108e+02	5.011389e+00	3.613750e-02
1.393156802945524e+02	5.011390e+00	3.597147e-02
1.399587322572840e+02	5.011392e+00	3.580621e-02
1.406047524130137e+02	5.011394e+00	3.564171e-02
1.412537544622978e+02	5.011395e+00	3.547796e-02
1.419057521689317e+02	5.011397e+00	3.531497e-02
1.425607593602414e+02	5.011399e+00	3.515272e-02
1.432187899273771e+02	5.011400e+00	3.499122e-02
1.438798578256074e+02	5.011402e+00	3.483046e-02
1.445439770746157e+02	5.011404e+00	3.467044e-02
1.452111617587973e+02	5.011405e+00	3.451116e-02
1.458814260275580e+02	5.011407e+00	3.435260e-02
1.465547840956145e+02	5.011408e+00	3.419478e-02
1.472312502432953e+02	5.011410e+00	3.403768e-02
1.479108388168443e+02	5.011412e+00	3.388130e-02
1.485935642287244e+02	5.011413e+00	3.372564e-02
1.492794409579234e+02	5.011415e+00	3.357070e-02
1.499684835502613e+02	5.011416e+00	3.341646e-02
1.506607066186982e+02	5.011418e+00	3.326294e-02
1.513561248436450e+02	5.011420e+00	3.311012e-02
1.520547529732738e+02	5.011421e+00	3.295800e-02
1.527566058238317e+02	5.011423e+00	3.280659e-02
1.534616982799539e+02	5.011425e+00	3.265586e-02
1.541700452949806e+02	5.011426e+00	3.250583e-02
1.548816618912729e+02	5.011427e+00	3.235649e-02
1.555965631605323e+02	5.011429e+00	3.220784e-02
1.563147642641204e+02	5.011431e+00	3.205987e-02
1.570362804333804e+02	5.011432e+00	3.191258e-02
1.577611269699601e+02	5.011434e+00	3.176596e-02
1.584893192461367e+02	5.011435e+00	3.162002e-02
1.592208727051425e+02	5.011436e+00	3.147475e-02
1.599558028614925e+02	5.011438e+00	3.133014e-02
1.606941253013135e+02	5.011440e+00	3.118620e-02
1.614358556826745e+02	5.011441e+00	3.104292e-02
1.621810097359190e+02	5.011443e+00	3.090031e-02
1.629296032639984e+02	5.011444e+00	3.075834e-02
1.636816521428071e+02	5.011446e+00	3.061703e-02
1.644371723215196e+02	5.011447e+00	3.047636e-02
1.651961798229280e+02	5.011448e+00	3.033635e-02
1.659586907437827e+02	5.011450e+00	3.019697e-02
1.667247212551331e+02	5.011451e+00	3.005824e-02
1.674942876026707e+02	5.011453e+00	2.992014e-02
1.682674061070738e+02	5.011454e+00	2.978268e-02
1.690440931643536e+02	5.011456e+00	2.964585e-02
1.698243652462018e+02	5.011457e+00	2.950965e-02
1.706082389003398e+02	5.011458e+00	2.937407e-02
1.713957307508702e+02	5.011460e+00	2.923912e-02
1.721868574986285e+02	5.011461e+00	2.910478e-02
1.729816359215380e+02	5.011463e+00	2.897107e-02
1.737800828749656e+02	5.011464e+00	2.883797e-02
1.745822152920786e+02	5.011466e+00	2.870548e-02
1.753880501842044e+02	5.011467e+00	2.857359e-02
1.761976046411914e+02	5.011468e+00	2.844232e-02
1.770108958317707e+02	5.011470e+00	2.831165e-02
1.778279410039210e+02	5.011471e+00	2.818157e-02
1.786487574852340e+02	5.011473e+00	2.805210e-02
1.794733626832817e+02	5.011474e+00	2.792322e-02
1.803017740859861e+02	5.011475e+00	2.779493e-02
1.811340092619896e+02	5.011477e+00	2.766723e-02
1.819700858610278e+02	5.011478e+00	2.754012e-02
1.828100216143039e+02	5.011479e+00	2.741359e-02
1.836538343348644e+02	5.011481e+00	2.728765e-02
1.845015419179773e+02	5.011482e+00	2.716228e-02
1.853531623415112e+02	5.011483e+00	2.703748e-02
1.862087136663170e+02	5.011485e+00	2.691327e-02
1.870682140366104e+02	5.011486e+00	2.678962e-02
1.879316816803574e+02	5.011487e+00	2.666654e-02
1.887991349096600e+02	5.011488e+00	2.654402e-02
1.896705921211455e+02	5.011490e+00	2.642207e-02
1.905460717963557e+02	5.011491e+00	2.630068e-02
1.914255925021397e+02	5.011493e+00	2.617985e-02
1.923091728910472e+02	5.011494e+00	2.605957e-02
1.931968317017239e+02	5.011495e+00	2.593984e-02
1.940885877593094e+02	5.011497e+00	2.582067e-02
1.949844599758363e+02	5.011497e+00	2.570204e-02
1.958844673506309e+02	5.011499e+00	2.558395e-02
1.967886289707166e+02	5.011500e+00	2.546641e-02
1.976969640112183e+02	5.011501e+00	2.534941e-02
1.986094917357696e+02	5.011503e+00	2.523295e-02
1.995262314969205e+02	5.011504e+00	2.511702e-02
2.004472027365489e+02	5.011505e+00	2.500162e-02
2.013724249862717e+02	5.011507e+00	2.488676e-02
2.023019178678602e+02	5.011508e+00	2.477242e-02
2.032357010936554e+02	5.011509e+00	2.465861e-02
2.041737944669863e+02	5.011510e+00	2.454532e-02
2.051162178825901e+02	5.011511e+00	2.443255e-02
2.060629913270338e+02	5.011513e+00	2.432030e-02
2.070141348791381e+02	5.011514e+00	2.420856e-02
2.079696687104037e+02	5.011515e+00	2.409734e-02
2.089296130854382e+02	5.011516e+00	2.398662e-02
2.098939883623868e+02	5.011518e+00	2.387642e-02
2.108628149933635e+02	5.011518e+00	2.376672e-02
2.118361135248849e+02	5.011520e+00	2.365753e-02
2.128139045983061e+02	5.011521e+00	2.354884e-02
2.137962089502583e+02	5.011522e+00	2.344065e-02
2.147830474130886e+02	5.011523e+00	2.333296e-02
2.157744409153021e+02	5.011525e+00	2.322576e-02
2.167704104820051e+02	5.011526e+00	2.311905e-02
2.177709772353517e+02	5.011527e+00	2.301283e-02
2.187761623949912e+02	5.011528e+00	2.290710e-02
2.197859872785187e+02	5.011529e+00	2.280186e-02
2.208004733019263e+02	5.011530e+00	2.269710e-02
2.218196419800584e+02	5.011531e+00	2.259282e-02
2.228435149270671e+02	5.011533e+00	2.248902e-02
2.238721138568709e+02	5.011534e+00	2.238570e-02
2.249054605836152e+02	5.011535e+00	2.228285e-02
2.259435770221350e+02	5.011536e+00	2.218048e-02
2.269864851884196e+02	5.011537e+00	2.207857e-02
2.280342072000794e+02	5.011538e+00	2.197713e-02
2.290867652768151e+02	5.011539e+00	2.187616e-02
2.301441817408889e+02	5.011540e+00	2.177566e-02
2.312064790175976e+02	5.011541e+00	2.167561e-02
2.322736796357491e+02	5.011543e+00	2.157602e-02
2.333458062281389e+02	5.011544e+00	2.147690e-02
2.344228815320310e+02	5.011545e+00	2.137822e-02
2.355049283896399e+02	5.011546e+00	2.128001e-02
2.365919697486150e+02	5.011547e+00	2.118224e-02
2.376840286625270e+02	5.011548e+00	2.108492e-02
2.387811282913573e+02	5.011549e+00	2.098805e-02
2.398832919019888e+02	5.011550e+00	2.089162e-02
2.409905428686994e+02	5.011551e+00	2.079564e-02
2.421029046736580e+02	5.011552e+00	2.070009e-02
2.432204009074219e+02	5.011553e+00	2.060499e-02
2.443430552694377e+02	5.011555e+00	2.051032e-02
2.454708915685438e+02	5.011556e+00	2.041609e-02
2.466039337234749e+02	5.011557e+00	2.032229e-02
2.477422057633697e+02	5.011558e+00	2.022892e-02
2.488857318282804e+02	5.011559e+00	2.013598e-02
2.500345361696847e+02	5.011560e+00	2.004347e-02
2.511886431509998e+02	5.011561e+00	1.995138e-02
2.523480772480995e+02	5.011562e+00	1.985972e-02
2.535128630498330e+02	5.011563e+00	1.976848e-02
2.546830252585465e+02	5.011564e+00	1.967765e-02
2.558585886906072e+02	5.011565e+00	1.958724e-02
2.570395782769292e+02	5.011566e+00	1.949725e-02
2.582260190635027e+02	5.011567e+00	1.940768e-02
2.594179362119247e+02	5.011568e+00	1.931851e-02
2.606153549999330e+02	5.011569e+00	1.922975e-02
2.618183008219422e+02	5.011570e+00	1.914140e-02
2.630267991895821e+02	5.011571e+00	1.905346e-02
2.642408757322387e+02	5.011572e+00	1.896592e-02
2.654605561975983e+02	5.011573e+00	1.887879e-02
2.666858664521926e+02	5.011574e+00	1.879205e-02
2.679168324819479e+02	5.011575e+00	1.870571e-02
2.691534803927366e+02	5.011576e+00	1.861977e-02
2.703958364109296e+02	5.011577e+00	1.853422e-02
2.716439268839537e+02	5.011578e+00	1.844907e-02
2.728977782808498e+02	5.011579e+00	1.836431e-02
2.741574171928341e+02	5.011580e+00	1.827994e-02
2.754228703338628e+02	5.011581e+00	1.819595e-02
2.766941645411976e+02	5.011582e+00	1.811235e-02
2.779713267759755e+02	5.011583e+00	1.802913e-02
2.792543841237807e+02	5.011584e+00	1.794630e-02
2.805433637952184e+02	5.011585e+00	1.786385e-02
2.818382931264927e+02	5.011586e+00	1.778178e-02
2.831391995799855e+02	5.011587e+00	1.770008e-02
2.844461107448394e+02	5.011588e+00	1.761876e-02
2.857590543375427e+02	5.011589e+00	1.753781e-02
2.870780582025174e+02	5.011590e+00	1.745724e-02
2.884031503127091e+02	5.011590e+00	1.737703e-02
2.897343587701810e+02	5.011591e+00	1.729719e-02
2.910717118067095e+02	5.011592e+00	1.721772e-02
2.924152377843828e+02	5.011593e+00	1.713862e-02
2.937649651962026e+02	5.011594e+00	1.705988e-02
2.951209226666883e+02	5.011595e+00	1.698150e-02
2.964831389524842e+02	5.011596e+00	1.690348e-02
2.978516429429692e+02	5.011597e+00	1.682582e-02
2.992264636608694e+02	5.011598e+00	1.674851e-02
3.006076302628738e+02	5.011599e+00	1.667156e-02
3.019951720402526e+02	5.011600e+00	1.659497e-02
3.033891184194783e+02	5.011600e+00	1.651872e-02
3.047894989628498e+02	5.011601e+00	1.644283e-02
3.061963433691195e+02	5.011602e+00	1.636728e-02
3.076096814741228e+02	5.011603e+00	1.629208e-02
3.090295432514113e+02	5.011604e+00	1.621723e-02
3.104559588128881e+02	5.011605e+00	1.614272e-02
3.118889584094464e+02	5.011606e+00	1.606856e-02
3.133285724316116e+02	5.011606e+00	1.599473e-02
3.147748314101848e+02	5.011607e+00	1.592124e-02
3.162277660168915e+02	5.011608e+00	1.584810e-02
3.176874070650309e+02	5.011609e+00	1.577528e-02
3.191537855101302e+02	5.011610e+00	1.570281e-02
3.206269324506010e+02	5.011611e+00	1.563066e-02
3.221068791283981e+02	5.011611e+00	1.555885e-02
3.235936569296832e+02	5.011612e+00	1.548736e-02
3.250872973854896e+02	5.011613e+00	1.541621e-02
3.265878321723913e+02	5.011614e+00	1.534538e-02
3.280952931131748e+02	5.011615e+00	1.527488e-02
3.296097121775138e+02	5.011616e+00	1.520470e-02
3.311311214826474e+02	5.011617e+00	1.513484e-02
3.326595532940611e+02	5.011618e+00	1.506530e-02
3.341950400261711e+02	5.011618e+00	1.499609e-02
3.357376142430118e+02	5.011619e+00	1.492719e-02
3.372873086589263e+02	5.011620e+00	1.485861e-02
3.388441561392603e+02	5.011621e+00	1.479034e-02
3.404081897010589e+02	5.011621e+00	1.472239e-02
3.419794425137672e+02	5.011622e+00	1.465475e-02
3.435579478999332e+02	5.011623e+00	1.458742e-02
3.451437393359151e+02	5.011624e+00	1.452040e-02
3.467368504525908e+02	5.011625e+00	1.445368e-02
3.483373150360712e+02	5.011626e+00	1.438728e-02
3.499451670284170e+02	5.011626e+00	1.432118e-02
3.515604405283582e+02	5.011627e+00	1.425538e-02
3.531831697920173e+02	5.011628e+00	1.418988e-02
3.548133892336361e+02	5.011629e+00	1.412469e-02
3.564511334263052e+02	5.011630e+00	1.405979e-02
3.580964371026973e+02	5.011631e+00	1.399520e-02
3.597493351558039e+02	5.011631e+00	1.393090e-02
3.614098626396752e+02	5.011632e+00	1.386689e-02
3.630780547701635e+02	5.011633e+00	1.380318e-02
3.647539469256703e+02	5.011633e+00	1.373976e-02
3.664375746478960e+02	5.011634e+00	1.367664e-02
3.681289736425945e+02	5.011635e+00	1.361380e-02
3.698281797803297e+02	5.011636e+00	1.355125e-02
3.715352290972363e+02	5.011637e+00	1.348899e-02
3.732501577957847e+02	5.011637e+00	1.342702e-02
3.749730022455479e+02	5.011638e+00	1.336533e-02
3.767037989839736e+02	5.011639e+00	1.330392e-02
3.784425847171584e+02	5.011640e+00	1.324280e-02
3.801893963206265e+02	5.011641e+00	1.318196e-02
3.819442708401123e+02	5.011641e+00	1.312139e-02
3.837072454923448e+02	5.011642e+00	1.306111e-02
3.854783576658381e+02	5.011642e+00	1.300110e-02
3.872576449216838e+02	5.011643e+00	1.294137e-02
3.890451449943476e+02	5.011644e+00	1.288191e-02
3.908408957924693e+02	5.011645e+00	1.282272e-02
3.926449353996675e+02	5.011645e+00	1.276381e-02
3.944573020753464e+02	5.011646e+00	1.270517e-02
3.962780342555077e+02	5.011647e+00	1.264679e-02
3.981071705535659e+02	5.011648e+00	1.258869e-02
3.999447497611665e+02	5.011648e+00	1.253085e-02
4.017908108490093e+02	5.011649e+00	1.247328e-02
4.036453929676746e+02	5.011650e+00	1.241597e-02
4.055085354484539e+02	5.011651e+00	1.235893e-02
4.073802778041832e+02	5.011651e+00	1.230215e-02
4.092606597300816e+02	5.011652e+00	1.224562e-02
4.111497211045933e+02	5.011652e+00	1.218936e-02
4.130475019902328e+02	5.011653e+00	1.213336e-02
4.149540426344348e+02	5.011654e+00	1.207761e-02
4.168693834704076e+02	5.011655e+00	1.202212e-02
4.187935651179909e+02	5.011655e+00	1.196689e-02
4.207266283845170e+02	5.011656e+00	1.191191e-02
4.226686142656762e+02	5.011657e+00	1.185718e-02
4.246195639463865e+02	5.011658e+00	1.180270e-02
4.265795188016666e+02	5.011658e+00	1.174847e-02
4.285485203975139e+02	5.011659e+00	1.169450e-02
4.305266104917853e+02	5.011660e+00	1.164077e-02
4.325138310350838e+02	5.011660e+00	1.158728e-02
4.345102241716470e+02	5.011661e+00	1.153405e-02
4.365158322402418e+02	5.011662e+00	1.148105e-02
4.385306977750619e+02	5.011662e+00	1.142830e-02
4.405548635066299e+02	5.011663e+00	1.137580e-02
4.425883723627035e+02	5.011663e+00	1.132353e-02
4.446312674691861e+02	5.011664e+00	1.127151e-02
4.466835921510408e+02	5.011665e+00	1.121972e-02
4.487453899332103e+02	5.011666e+00	1.116817e-02
4.508167045415387e+02	5.011666e+00	1.111686e-02
4.528975799036996e+02	5.011667e+00	1.106578e-02
4.549880601501279e+02	5.011668e+00	1.101494e-02
4.570881896149547e+02	5.011668e+00	1.096434e-02
4.591980128369487e+02	5.011669e+00	1.091396e-02
