time	V(vo)
1.160733123919067e-03	9.403552e+00
1.160733161455425e-03	9.403555e+00
1.160733236528139e-03	9.403560e+00
1.160733338154596e-03	9.403565e+00
1.160733541407511e-03	9.403578e+00
1.160733782176939e-03	9.403592e+00
1.160734263715797e-03	9.403622e+00
1.160734896907870e-03	9.403660e+00
1.160736163292015e-03	9.403736e+00
1.160737741530709e-03	9.403831e+00
1.160740898008099e-03	9.404021e+00
1.160744724565520e-03	9.404252e+00
1.160750298187361e-03	9.404588e+00
1.160755468501528e-03	9.404900e+00
1.160764860795101e-03	9.405466e+00
1.160774832339476e-03	9.406067e+00
1.160789584705993e-03	9.406957e+00
1.160819089439029e-03	9.408737e+00
1.160830749787344e-03	9.409441e+00
1.160837632763875e-03	9.409857e+00
1.160844265643869e-03	9.410256e+00
1.160850799903810e-03	9.410651e+00
1.160857648237444e-03	9.411065e+00
1.160868745387212e-03	9.411735e+00
1.160882739355284e-03	9.412580e+00
1.160904660401804e-03	9.413904e+00
1.160927864725828e-03	9.415306e+00
1.160963159953347e-03	9.417440e+00
1.161002869031026e-03	9.419843e+00
1.161081549312251e-03	9.424606e+00
1.161193095840935e-03	9.431370e+00
1.161416188898304e-03	9.444934e+00
1.161777633878385e-03	9.466990e+00
1.162158262159823e-03	9.490329e+00
1.162661799784414e-03	9.521392e+00
1.163237772443112e-03	9.557105e+00
1.163315392323288e-03	9.561939e+00
1.163470632083639e-03	9.571632e+00
1.163587061903902e-03	9.578918e+00
1.163742301664253e-03	9.588651e+00
1.163986655253819e-03	9.604003e+00
1.164154094363211e-03	9.614549e+00
1.164353517892996e-03	9.627134e+00
1.164390886953065e-03	9.629497e+00
1.164465625073203e-03	9.634226e+00
1.164511266185684e-03	9.637115e+00
1.164530938390259e-03	9.638362e+00
1.164550565295504e-03	9.639606e+00
1.164554830376509e-03	9.639875e+00
1.164559058321277e-03	9.640143e+00
1.164565289211518e-03	9.640538e+00
1.164571703279309e-03	9.640945e+00
1.164584531414891e-03	9.641758e+00
1.164604143350290e-03	9.643002e+00
1.164608133890747e-03	9.643255e+00
1.164616114971662e-03	9.643761e+00
1.164618110241890e-03	9.643888e+00
1.164618609059447e-03	9.643919e+00
1.164619606694562e-03	9.643983e+00
1.164621601964790e-03	9.644109e+00
1.164621609758814e-03	9.644110e+00
1.164621625346863e-03	9.644111e+00
1.164621629243875e-03	9.644111e+00
1.164621637037900e-03	9.644112e+00
1.164621652625948e-03	9.644113e+00
1.164621683802046e-03	9.644114e+00
1.164621746154240e-03	9.644118e+00
1.164621870858630e-03	9.644126e+00
1.164622120267408e-03	9.644142e+00
1.164622619084965e-03	9.644174e+00
1.164623616720080e-03	9.644237e+00
1.164625611990308e-03	9.644363e+00
1.164629602530765e-03	9.644617e+00
1.164635295930486e-03	9.644978e+00
1.164642417255362e-03	9.645430e+00
1.164651421756036e-03	9.646001e+00
1.164669430757386e-03	9.647143e+00
1.164689889955501e-03	9.648442e+00
1.164714320356949e-03	9.649994e+00
1.164743014971071e-03	9.651816e+00
1.164786211276395e-03	9.654562e+00
1.164850484586009e-03	9.658649e+00
1.164973023579289e-03	9.666450e+00
1.165003658327610e-03	9.668401e+00
1.165064927824250e-03	9.672308e+00
1.165144919452120e-03	9.677413e+00
1.165198597685941e-03	9.680841e+00
1.165395020118410e-03	9.693404e+00
1.165429050258606e-03	9.695584e+00
1.165429220591561e-03	9.695595e+00
1.165429561257469e-03	9.695617e+00
1.165429564702184e-03	9.695617e+00
1.165429571591613e-03	9.695618e+00
1.165429585370470e-03	9.695619e+00
1.165429604675120e-03	9.695620e+00
1.165429625424144e-03	9.695621e+00
1.165429645100513e-03	9.695622e+00
1.165429669533608e-03	9.695623e+00
1.165429718399799e-03	9.695627e+00
1.165429816132180e-03	9.695633e+00
1.165429958143433e-03	9.695642e+00
1.165430810210948e-03	9.695697e+00
1.165431946300968e-03	9.695769e+00
1.165434218481009e-03	9.695915e+00
1.165438762841090e-03	9.696206e+00
1.165447851561253e-03	9.696789e+00
1.165466029001578e-03	9.697954e+00
1.165502383882229e-03	9.700285e+00
1.165516540377678e-03	9.701193e+00
1.165523143615764e-03	9.701616e+00
1.165526768776452e-03	9.701849e+00
1.165530254423984e-03	9.702072e+00
1.165532742929984e-03	9.702231e+00
1.165534380392330e-03	9.702337e+00
1.165535211639163e-03	9.702390e+00
1.165535509940990e-03	9.702410e+00
1.165535577180735e-03	9.702414e+00
1.165535605064999e-03	9.702415e+00
1.165535644355043e-03	9.702418e+00
1.165535690259031e-03	9.702421e+00
1.165535736693788e-03	9.702424e+00
1.165535785905287e-03	9.702427e+00
1.165535836739093e-03	9.702431e+00
1.165535900930837e-03	9.702435e+00
1.165535974407207e-03	9.702439e+00
1.165536069046100e-03	9.702445e+00
1.165536184146421e-03	9.702453e+00
1.165536345241829e-03	9.702463e+00
1.165536571281080e-03	9.702477e+00
1.165536957921126e-03	9.702502e+00
1.165539241570712e-03	9.702649e+00
1.165542286436827e-03	9.702844e+00
1.165548376169057e-03	9.703235e+00
1.165556585329065e-03	9.703761e+00
1.165563093325610e-03	9.704179e+00
1.165569852270608e-03	9.704613e+00
1.165575308327864e-03	9.704963e+00
1.165581258221867e-03	9.705345e+00
1.165584652163672e-03	9.705563e+00
1.165586494862909e-03	9.705681e+00
1.165587428833997e-03	9.705741e+00
1.165588335707941e-03	9.705799e+00
1.165589885360773e-03	9.705899e+00
1.165591467299999e-03	9.706000e+00
1.165593657740631e-03	9.706141e+00
1.165595387336959e-03	9.706252e+00
1.165599742811835e-03	9.706532e+00
1.165604867766246e-03	9.706861e+00
1.165611964061851e-03	9.707316e+00
1.165617567375927e-03	9.707676e+00
1.165623376089163e-03	9.708049e+00
1.165628065960244e-03	9.708350e+00
1.165633181873815e-03	9.708679e+00
1.165639865518774e-03	9.709108e+00
1.165645114861676e-03	9.709446e+00
1.165650674459097e-03	9.709803e+00
1.165654120139682e-03	9.710024e+00
1.165655933824161e-03	9.710140e+00
1.165657586471189e-03	9.710247e+00
1.165660455235359e-03	9.710431e+00
1.165663395305896e-03	9.710620e+00
1.165664130323530e-03	9.710668e+00
1.165665600358799e-03	9.710762e+00
1.165666907071203e-03	9.710846e+00
1.165666925197626e-03	9.710847e+00
1.165666948900041e-03	9.710848e+00
1.165666967793154e-03	9.710850e+00
1.165666987436208e-03	9.710851e+00
1.165667008733165e-03	9.710852e+00
1.165667025945465e-03	9.710854e+00
1.165667044456898e-03	9.710855e+00
1.165667064727840e-03	9.710855e+00
1.165667090936898e-03	9.710857e+00
1.165667111867572e-03	9.710858e+00
1.165667133642011e-03	9.710860e+00
1.165667155677905e-03	9.710861e+00
1.165667173704186e-03	9.710863e+00
1.165667193188560e-03	9.710864e+00
1.165667213668215e-03	9.710865e+00
1.165667240163085e-03	9.710867e+00
1.165667261315132e-03	9.710869e+00
1.165667283325252e-03	9.710870e+00
1.165667305439993e-03	9.710871e+00
1.165667323554311e-03	9.710873e+00
1.165667343143952e-03	9.710874e+00
1.165667363645486e-03	9.710875e+00
1.165667390170728e-03	9.710876e+00
1.165667411346210e-03	9.710878e+00
1.165667433381312e-03	9.710879e+00
1.165667455504376e-03	9.710881e+00
1.165667473628001e-03	9.710882e+00
1.165667493228772e-03	9.710883e+00
1.165667513732611e-03	9.710885e+00
1.165667540261057e-03	9.710886e+00
1.165667561439011e-03	9.710888e+00
1.165667583476748e-03	9.710889e+00
1.165667605600690e-03	9.710891e+00
1.165667623725297e-03	9.710892e+00
1.165667643327241e-03	9.710893e+00
1.165667663831323e-03	9.710895e+00
1.165667672350923e-03	9.710895e+00
1.165667677376763e-03	9.710896e+00
1.165667679046170e-03	9.710896e+00
1.165667679278896e-03	9.710896e+00
1.165667679547642e-03	9.710896e+00
1.165667679885004e-03	9.710896e+00
1.165667680559729e-03	9.710896e+00
1.165667681324372e-03	9.710896e+00
1.165667682313323e-03	9.710896e+00
1.165667683422399e-03	9.710896e+00
1.165667685062829e-03	9.710896e+00
1.165667687295339e-03	9.710896e+00
1.165667691301873e-03	9.710896e+00
1.165667698807258e-03	9.710896e+00
1.165667712242214e-03	9.710897e+00
1.165667727000649e-03	9.710898e+00
1.165667745753150e-03	9.710899e+00
1.165667769294095e-03	9.710901e+00
1.165667798223824e-03	9.710903e+00
1.165667832421003e-03	9.710905e+00
1.165667874145201e-03	9.710908e+00
1.165667926037233e-03	9.710911e+00
1.165667973677222e-03	9.710915e+00
1.165668021754639e-03	9.710917e+00
1.165668067176961e-03	9.710920e+00
1.165668114886459e-03	9.710923e+00
1.165668161330497e-03	9.710926e+00
1.165668209053627e-03	9.710929e+00
1.165668255590122e-03	9.710933e+00
1.165668303019654e-03	9.710936e+00
1.165668349693842e-03	9.710938e+00
1.165668397028717e-03	9.710941e+00
1.165668443818856e-03	9.710944e+00
1.165668491062078e-03	9.710947e+00
1.165668537920150e-03	9.710951e+00
1.165668585100990e-03	9.710954e+00
1.165668641333418e-03	9.710957e+00
1.165668707177747e-03	9.710961e+00
1.165668788437555e-03	9.710966e+00
1.165668887052532e-03	9.710973e+00
1.165669016727061e-03	9.710981e+00
1.165669192412623e-03	9.710993e+00
1.165669461367191e-03	9.711010e+00
1.165669923757929e-03	9.711040e+00
1.165670848539406e-03	9.711099e+00
1.165672698102358e-03	9.711218e+00
1.165676397228263e-03	9.711455e+00
1.165683795480073e-03	9.711931e+00
1.165693926667010e-03	9.712582e+00
1.165701643231817e-03	9.713078e+00
1.165707605715345e-03	9.713462e+00
1.165712861649388e-03	9.713799e+00
1.165717992544491e-03	9.714129e+00
1.165721076874595e-03	9.714328e+00
1.165722586111325e-03	9.714424e+00
1.165724050405892e-03	9.714519e+00
1.165725261660943e-03	9.714597e+00
1.165726530088326e-03	9.714678e+00
1.165729066943091e-03	9.714841e+00
1.165734140652622e-03	9.715168e+00
1.165744288071685e-03	9.715820e+00
1.165756930334087e-03	9.716633e+00
1.165765367508885e-03	9.717175e+00
1.165771801081865e-03	9.717589e+00
1.165779055992442e-03	9.718057e+00
1.165785344098516e-03	9.718461e+00
1.165788193688570e-03	9.718644e+00
1.165788241566467e-03	9.718647e+00
1.165788337322260e-03	9.718654e+00
1.165788528833847e-03	9.718666e+00
1.165788911857020e-03	9.718690e+00
1.165789048604947e-03	9.718699e+00
1.165789181818319e-03	9.718708e+00
1.165789293512156e-03	9.718715e+00
1.165789411012030e-03	9.718722e+00
1.165789646011778e-03	9.718738e+00
1.165790116011275e-03	9.718768e+00
1.165791056010268e-03	9.718828e+00
1.165792328138692e-03	9.718910e+00
1.165793134443430e-03	9.718962e+00
1.165793908954107e-03	9.719011e+00
1.165795446922110e-03	9.719110e+00
1.165797083191875e-03	9.719216e+00
1.165797753164908e-03	9.719259e+00
1.165798405566560e-03	9.719301e+00
1.165798824239449e-03	9.719328e+00
1.165799298604570e-03	9.719358e+00
1.165800247334813e-03	9.719419e+00
1.165801344322525e-03	9.719490e+00
1.165802822181061e-03	9.719585e+00
1.165804491448199e-03	9.719692e+00
1.165806994774861e-03	9.719853e+00
1.165810432188979e-03	9.720075e+00
1.165816849416536e-03	9.720487e+00
1.165824179999577e-03	9.720959e+00
1.165834810633749e-03	9.721642e+00
1.165843044677485e-03	9.722171e+00
1.165851686511313e-03	9.722727e+00
1.165855533132560e-03	9.722974e+00
1.165857630970920e-03	9.723108e+00
1.165859671060812e-03	9.723240e+00
1.165861348930083e-03	9.723348e+00
1.165863099388853e-03	9.723460e+00
1.165866600306393e-03	9.723684e+00
1.165870862008669e-03	9.723959e+00
1.165878264482892e-03	9.724434e+00
1.165891524322213e-03	9.725286e+00
1.165904864963474e-03	9.726143e+00
1.165919127022298e-03	9.727058e+00
1.165925233893350e-03	9.727450e+00
1.165930974811591e-03	9.727819e+00
1.165935426176299e-03	9.728105e+00
1.165940229110643e-03	9.728414e+00
1.165949834979331e-03	9.729030e+00
1.165966281629708e-03	9.730085e+00
1.165977682712381e-03	9.730817e+00
1.165986801636661e-03	9.731401e+00
1.165990879052414e-03	9.731664e+00
1.165994826280227e-03	9.731916e+00
1.165997947822562e-03	9.732117e+00
1.166001270235074e-03	9.732329e+00
1.166007915060097e-03	9.732756e+00
1.166016945696161e-03	9.733335e+00
1.166033342238167e-03	9.734386e+00
1.166044671252687e-03	9.735112e+00
1.166053737381285e-03	9.735694e+00
1.166057790553562e-03	9.735953e+00
1.166061714295688e-03	9.736205e+00
1.166064818400802e-03	9.736403e+00
1.166068121945010e-03	9.736615e+00
1.166074729033427e-03	9.737039e+00
1.166083465702248e-03	9.737598e+00
1.166099198630159e-03	9.738606e+00
1.166110455810644e-03	9.739327e+00
1.166119413959859e-03	9.739901e+00
1.166123425483032e-03	9.740157e+00
1.166127309075456e-03	9.740406e+00
1.166130383568114e-03	9.740603e+00
1.166133654700263e-03	9.740812e+00
1.166140196964561e-03	9.741231e+00
1.166148602035932e-03	9.741769e+00
1.166163644677836e-03	9.742732e+00
1.166167405338312e-03	9.742972e+00
1.166173747864300e-03	9.743379e+00
1.166180292604155e-03	9.743797e+00
1.166186751810419e-03	9.744210e+00
1.166188366611985e-03	9.744313e+00
1.166188417074533e-03	9.744317e+00
1.166188517999631e-03	9.744324e+00
1.166188646737452e-03	9.744331e+00
1.166188691424368e-03	9.744334e+00
1.166188711533215e-03	9.744336e+00
1.166188731003265e-03	9.744337e+00
1.166188763122643e-03	9.744339e+00
1.166188796183810e-03	9.744341e+00
1.166188862306144e-03	9.744346e+00
1.166188890467084e-03	9.744348e+00
1.166188907845410e-03	9.744349e+00
1.166188916274477e-03	9.744349e+00
1.166188924450879e-03	9.744349e+00
1.166188952513238e-03	9.744351e+00
1.166188980894978e-03	9.744353e+00
1.166189037658458e-03	9.744356e+00
1.166189077956533e-03	9.744359e+00
1.166189110064695e-03	9.744361e+00
1.166189124437673e-03	9.744362e+00
1.166189138352150e-03	9.744363e+00
1.166189161610194e-03	9.744365e+00
1.166189185505486e-03	9.744366e+00
1.166189233296071e-03	9.744370e+00
1.166189267224023e-03	9.744371e+00
1.166189294256683e-03	9.744373e+00
1.166189315417067e-03	9.744374e+00
1.166189324939114e-03	9.744375e+00
1.166189330110532e-03	9.744375e+00
1.166189335139173e-03	9.744375e+00
1.166189355163849e-03	9.744377e+00
1.166189375188525e-03	9.744378e+00
1.166189395213201e-03	9.744379e+00
1.166189415237877e-03	9.744381e+00
1.166189435262553e-03	9.744382e+00
1.166189455287229e-03	9.744383e+00
1.166189475311905e-03	9.744385e+00
1.166189525125532e-03	9.744388e+00
1.166189548218108e-03	9.744390e+00
1.166189570594086e-03	9.744390e+00
1.166189607271520e-03	9.744393e+00
1.166189645030812e-03	9.744395e+00
1.166189720549395e-03	9.744400e+00
1.166189747967259e-03	9.744402e+00
1.166189774333347e-03	9.744404e+00
1.166189794914583e-03	9.744405e+00
1.166189817120434e-03	9.744407e+00
1.166189861532135e-03	9.744410e+00
1.166189893061317e-03	9.744411e+00
1.166189918182717e-03	9.744412e+00
1.166189937847022e-03	9.744414e+00
1.166189946695843e-03	9.744414e+00
1.166189955263563e-03	9.744415e+00
1.166189984655998e-03	9.744417e+00
1.166190014414281e-03	9.744419e+00
1.166190073930848e-03	9.744423e+00
1.166190116183421e-03	9.744426e+00
1.166190149848862e-03	9.744428e+00
1.166190164918944e-03	9.744429e+00
1.166190179508288e-03	9.744430e+00
1.166190203854529e-03	9.744431e+00
1.166190228874046e-03	9.744432e+00
1.166190278913080e-03	9.744436e+00
1.166190314437271e-03	9.744438e+00
1.166190342741763e-03	9.744440e+00
1.166190364897699e-03	9.744441e+00
1.166190374867739e-03	9.744442e+00
1.166190384521061e-03	9.744443e+00
1.166190417553506e-03	9.744445e+00
1.166190451003864e-03	9.744447e+00
1.166190517904581e-03	9.744452e+00
1.166190565399382e-03	9.744454e+00
1.166190587416998e-03	9.744455e+00
1.166190608751373e-03	9.744457e+00
1.166190643804069e-03	9.744459e+00
1.166190679877676e-03	9.744462e+00
1.166190752024889e-03	9.744466e+00
1.166190782751782e-03	9.744468e+00
1.166190799798362e-03	9.744470e+00
1.166190807607057e-03	9.744470e+00
1.166190811179450e-03	9.744470e+00
1.166190811877406e-03	9.744470e+00
1.166190812312236e-03	9.744470e+00
1.166190812858654e-03	9.744470e+00
1.166190813531228e-03	9.744471e+00
1.166190814441022e-03	9.744471e+00
1.166190815492888e-03	9.744471e+00
1.166190816936210e-03	9.744471e+00
1.166190818857945e-03	9.744471e+00
1.166190822035369e-03	9.744471e+00
1.166190826914410e-03	9.744471e+00
1.166190832140987e-03	9.744472e+00
1.166190836968102e-03	9.744472e+00
1.166190841575647e-03	9.744472e+00
1.166190846206213e-03	9.744473e+00
1.166190850918548e-03	9.744473e+00
1.166190855644907e-03	9.744473e+00
1.166190860363140e-03	9.744473e+00
1.166190865070970e-03	9.744473e+00
1.166190869788312e-03	9.744473e+00
1.166190875441668e-03	9.744474e+00
1.166190882034280e-03	9.744474e+00
1.166190890206987e-03	9.744475e+00
1.166190900096007e-03	9.744475e+00
1.166190913154906e-03	9.744476e+00
1.166190930818088e-03	9.744477e+00
1.166190957994360e-03	9.744479e+00
1.166191004751376e-03	9.744482e+00
1.166191098265409e-03	9.744489e+00
1.166191285293475e-03	9.744500e+00
1.166191605986218e-03	9.744521e+00
1.166191938815605e-03	9.744542e+00
1.166192411523188e-03	9.744573e+00
1.166193012624595e-03	9.744611e+00
1.166194151798633e-03	9.744683e+00
1.166196167533002e-03	9.744813e+00
1.166200199001741e-03	9.745070e+00
1.166208261939219e-03	9.745586e+00
1.166224387814174e-03	9.746617e+00
1.166245124199186e-03	9.747943e+00
1.166267625896353e-03	9.749381e+00
1.166277121766053e-03	9.749988e+00
1.166282983546423e-03	9.750362e+00
1.166288678903393e-03	9.750726e+00
1.166294894295699e-03	9.751123e+00
1.166301747877521e-03	9.751561e+00
1.166309114777637e-03	9.752031e+00
1.166314634817211e-03	9.752384e+00
1.166320803906127e-03	9.752778e+00
1.166324163940145e-03	9.752993e+00
1.166325509066079e-03	9.753078e+00
1.166326134001749e-03	9.753119e+00
1.166326351399703e-03	9.753132e+00
1.166326501383827e-03	9.753141e+00
1.166326601958541e-03	9.753148e+00
1.166326674124839e-03	9.753153e+00
1.166326711669410e-03	9.753155e+00
1.166326730056866e-03	9.753157e+00
1.166326740800639e-03	9.753157e+00
1.166326749821404e-03	9.753158e+00
1.166326759524577e-03	9.753159e+00
1.166326771397728e-03	9.753159e+00
1.166326795144028e-03	9.753160e+00
1.166326842636629e-03	9.753163e+00
1.166326905214692e-03	9.753167e+00
1.166327030370817e-03	9.753176e+00
1.166327240217132e-03	9.753189e+00
1.166327585174128e-03	9.753211e+00
1.166328235175694e-03	9.753252e+00
1.166329241530155e-03	9.753317e+00
1.166331254239077e-03	9.753445e+00
1.166335279656922e-03	9.753702e+00
1.166343330492611e-03	9.754216e+00
1.166359432163989e-03	9.755243e+00
1.166380027321553e-03	9.756558e+00
1.166403364282560e-03	9.758047e+00
1.166428089135710e-03	9.759624e+00
1.166451105787471e-03	9.761091e+00
1.166479808066774e-03	9.762920e+00
1.166512110641170e-03	9.764978e+00
1.166553888945416e-03	9.767638e+00
1.166602967134463e-03	9.770761e+00
1.166652419087447e-03	9.773907e+00
1.166658312740714e-03	9.774282e+00
1.166670100047249e-03	9.775030e+00
1.166679720072956e-03	9.775641e+00
1.166690190882924e-03	9.776307e+00
1.166711132502860e-03	9.777637e+00
1.166753015742732e-03	9.780297e+00
1.166800308928258e-03	9.783299e+00
1.166845734652112e-03	9.786180e+00
1.166894861083084e-03	9.789295e+00
1.166949139686462e-03	9.792733e+00
1.167016261244967e-03	9.796982e+00
1.167094919639480e-03	9.801955e+00
1.167194939260766e-03	9.808272e+00
1.167324111205098e-03	9.816417e+00
1.167524642195753e-03	9.829032e+00
1.167743431168423e-03	9.842765e+00
1.167918373179398e-03	9.853715e+00
1.168122322429484e-03	9.866454e+00
1.168153787227292e-03	9.868417e+00
1.168216716822907e-03	9.872336e+00
1.168231670841613e-03	9.873268e+00
1.168269055888378e-03	9.875595e+00
1.168297288373220e-03	9.877351e+00
1.168299959508114e-03	9.877518e+00
1.168300794237768e-03	9.877569e+00
1.168301128129629e-03	9.877590e+00
1.168301795913353e-03	9.877631e+00
1.168301799769673e-03	9.877632e+00
1.168301822907598e-03	9.877633e+00
1.168301853758163e-03	9.877635e+00
1.168301882300687e-03	9.877637e+00
1.168301919549621e-03	9.877639e+00
1.168301947552854e-03	9.877641e+00
1.168301977430255e-03	9.877643e+00
1.168302037185056e-03	9.877646e+00
1.168302152060579e-03	9.877654e+00
1.168302333658457e-03	9.877665e+00
1.168302603719347e-03	9.877682e+00
1.168303143841129e-03	9.877715e+00
1.168304224084692e-03	9.877783e+00
1.168306384571817e-03	9.877917e+00
1.168310705546068e-03	9.878185e+00
1.168314944944250e-03	9.878449e+00
1.168320759120600e-03	9.878811e+00
1.168326185993083e-03	9.879148e+00
1.168336021370459e-03	9.879760e+00
1.168351356486389e-03	9.880713e+00
1.168370835267648e-03	9.881924e+00
1.168390309567281e-03	9.883134e+00
1.168397558509715e-03	9.883584e+00
1.168402413402057e-03	9.883885e+00
1.168406851553032e-03	9.884161e+00
1.168410903019763e-03	9.884413e+00
1.168415020216856e-03	9.884668e+00
1.168422986275849e-03	9.885163e+00
1.168434493490112e-03	9.885878e+00
1.168457507918638e-03	9.887306e+00
1.168478422913437e-03	9.888604e+00
1.168506362584707e-03	9.890338e+00
1.168537342763646e-03	9.892259e+00
1.168592530914949e-03	9.895679e+00
1.168671375907225e-03	9.900558e+00
1.168829065891777e-03	9.910299e+00
1.169144445860882e-03	9.929723e+00
1.169486250194333e-03	9.950682e+00
1.169940475717061e-03	9.978380e+00
1.170437440046204e-03	1.000854e+01
1.170526906222325e-03	1.001395e+01
1.170705838574566e-03	1.002472e+01
1.171153169455170e-03	1.005156e+01
1.171332101807411e-03	1.006224e+01
1.171507205701880e-03	1.007267e+01
1.171652729616486e-03	1.008132e+01
1.171840979062471e-03	1.009249e+01
1.171963861493038e-03	1.009976e+01
1.172034562839705e-03	1.010394e+01
1.172082763846473e-03	1.010678e+01
1.172098463818048e-03	1.010771e+01
1.172108667217912e-03	1.010831e+01
1.172113953319616e-03	1.010863e+01
1.172118952594363e-03	1.010892e+01
1.172124183437800e-03	1.010923e+01
1.172131137432580e-03	1.010964e+01
1.172139459013559e-03	1.011013e+01
1.172149541777462e-03	1.011072e+01
1.172162148093611e-03	1.011147e+01
1.172177341892003e-03	1.011236e+01
1.172179652213354e-03	1.011250e+01
1.172180229793692e-03	1.011253e+01
1.172181673744536e-03	1.011262e+01
1.172182251324874e-03	1.011265e+01
1.172182395719958e-03	1.011266e+01
1.172182401322417e-03	1.011266e+01
1.172182412527337e-03	1.011266e+01
1.172182429137366e-03	1.011266e+01
1.172182447144850e-03	1.011266e+01
1.172182466812439e-03	1.011266e+01
1.172182489975957e-03	1.011267e+01
1.172182536302993e-03	1.011267e+01
1.172182628957066e-03	1.011267e+01
1.172182808439444e-03	1.011268e+01
1.172183167404201e-03	1.011271e+01
1.172183876525722e-03	1.011275e+01
1.172185294768762e-03	1.011283e+01
1.172188131254842e-03	1.011300e+01
1.172193753002633e-03	1.011333e+01
1.172199887298260e-03	1.011369e+01
1.172208085825868e-03	1.011417e+01
1.172219936473689e-03	1.011487e+01
1.172239336935279e-03	1.011601e+01
1.172260530642281e-03	1.011726e+01
1.172287817791545e-03	1.011887e+01
1.172320842094364e-03	1.012081e+01
1.172373475575551e-03	1.012390e+01
1.172454340766330e-03	1.012865e+01
1.172616071147888e-03	1.013813e+01
1.172939531911004e-03	1.015701e+01
1.173275590178864e-03	1.017654e+01
1.173732780018573e-03	1.020296e+01
1.174225223522086e-03	1.023120e+01
1.174950519764285e-03	1.027247e+01
1.175320575709662e-03	1.029339e+01
1.175572964208872e-03	1.030757e+01
1.175829162563921e-03	1.032191e+01
1.175836617807343e-03	1.032233e+01
1.175851528294187e-03	1.032316e+01
1.175855392725591e-03	1.032337e+01
1.175856772879664e-03	1.032345e+01
1.175857324941293e-03	1.032348e+01
1.175857717371392e-03	1.032350e+01
1.175858030194513e-03	1.032352e+01
1.175858216165670e-03	1.032353e+01
1.175858312890571e-03	1.032354e+01
1.175858403667849e-03	1.032354e+01
1.175858502071147e-03	1.032355e+01
1.175858602702232e-03	1.032355e+01
1.175858803964403e-03	1.032356e+01
1.175859206488744e-03	1.032359e+01
1.175859599117881e-03	1.032361e+01
1.175860384376154e-03	1.032365e+01
1.175861845499102e-03	1.032373e+01
1.175863219284047e-03	1.032381e+01
1.175865966853938e-03	1.032396e+01
1.175870765509904e-03	1.032423e+01
1.175875928967672e-03	1.032452e+01
1.175881763307561e-03	1.032485e+01
1.175890182875455e-03	1.032532e+01
1.175901975464306e-03	1.032597e+01
1.175918548177916e-03	1.032690e+01
1.175935533531204e-03	1.032784e+01
1.175947640504645e-03	1.032852e+01
1.175954094039788e-03	1.032888e+01
1.175957521134313e-03	1.032907e+01
1.175960749392366e-03	1.032925e+01
1.175963688056038e-03	1.032941e+01
1.175966762626664e-03	1.032958e+01
1.175972911767917e-03	1.032993e+01
1.175982179064809e-03	1.033044e+01
1.175997871934142e-03	1.033132e+01
1.176017428027968e-03	1.033241e+01
1.176041412636571e-03	1.033374e+01
1.176067822345280e-03	1.033521e+01
1.176105886856475e-03	1.033733e+01
1.176159925897912e-03	1.034033e+01
1.176258501047446e-03	1.034580e+01
1.176450994951514e-03	1.035644e+01
1.176799535220447e-03	1.037565e+01
1.177152871928508e-03	1.039502e+01
1.177633366761589e-03	1.042118e+01
1.178159453120818e-03	1.044966e+01
1.178257380725995e-03	1.045493e+01
1.178453235936349e-03	1.046544e+01
1.178600127344115e-03	1.047330e+01
1.178795982554469e-03	1.048375e+01
1.179036257995849e-03	1.049652e+01
1.179221036717506e-03	1.050632e+01
1.179452013780186e-03	1.051852e+01
1.179564457524985e-03	1.052444e+01
1.179628214450191e-03	1.052780e+01
1.179655051809070e-03	1.052921e+01
1.179681776987925e-03	1.053061e+01
1.179689849248392e-03	1.053104e+01
1.179697854398535e-03	1.053146e+01
1.179710666960236e-03	1.053213e+01
1.179723345199009e-03	1.053279e+01
1.179725653109873e-03	1.053292e+01
1.179730268931600e-03	1.053316e+01
1.179739500575056e-03	1.053364e+01
1.179739789063914e-03	1.053366e+01
1.179740366041630e-03	1.053369e+01
1.179740510286059e-03	1.053370e+01
1.179740870897131e-03	1.053371e+01
1.179741015141560e-03	1.053372e+01
1.179741101219771e-03	1.053373e+01
1.179741103585569e-03	1.053373e+01
1.179741108317165e-03	1.053373e+01
1.179741117780356e-03	1.053373e+01
1.179741127778918e-03	1.053373e+01
1.179741147776042e-03	1.053373e+01
1.179741183536094e-03	1.053373e+01
1.179741255056199e-03	1.053373e+01
1.179741398096407e-03	1.053374e+01
1.179741684176824e-03	1.053376e+01
1.179742256337657e-03	1.053379e+01
1.179743400659325e-03	1.053385e+01
1.179745689302659e-03	1.053397e+01
1.179750266589327e-03	1.053421e+01
1.179756062973112e-03	1.053451e+01
1.179763483794376e-03	1.053490e+01
1.179773233073678e-03	1.053541e+01
1.179792731632283e-03	1.053643e+01
1.179812612928588e-03	1.053748e+01
1.179838906533712e-03	1.053885e+01
1.179868172071170e-03	1.054039e+01
1.179916390980286e-03	1.054291e+01
1.179984438370494e-03	1.054646e+01
1.180120533150911e-03	1.055356e+01
1.180392722711743e-03	1.056771e+01
1.180728629416036e-03	1.058508e+01
1.181144173354836e-03	1.060644e+01
1.181624409165938e-03	1.063093e+01
1.182264647850275e-03	1.066332e+01
1.182649075632667e-03	1.068261e+01
1.182968228419219e-03	1.069852e+01
1.183182620987204e-03	1.070915e+01
1.183401552570298e-03	1.071997e+01
1.183404920544342e-03	1.072014e+01
