Record Length,700
Source,CH1
No.,Volt
1,0.000000
2,-0.011200
3,-0.005600
4,-0.004800
5,-0.004000
6,-0.011200
7,-0.008800
8,-0.004000
9,-0.009600
10,-0.008800
11,-0.006400
12,-0.015200
13,-0.018400
14,-0.016800
15,-0.024000
16,-0.019200
17,-0.012800
18,-0.008800
19,-0.010400
20,-0.011200
21,-0.008800
22,-0.008800
23,-0.008000
24,-0.004800
25,-0.004000
26,-0.000800
27,-0.002400
28,-0.003200
29,0.003200
30,0.004800
31,0.004000
32,0.012000
33,0.009600
34,0.013600
35,-0.008800
36,-0.003200
37,0.012800
38,0.014400
39,0.019200
40,0.016000
41,0.020000
42,0.018400
43,0.024000
44,0.020800
45,0.014400
46,-0.032800
47,0.005600
48,-0.000800
49,0.000800
50,-0.003200
51,-0.020800
52,-0.013600
53,-0.020000
54,-0.019200
55,-0.020800
56,-0.027200
57,-0.102400
58,-0.102400
59,-0.059200
60,-0.049600
61,-0.022400
62,-0.015200
63,-0.017600
64,-0.014400
65,-0.016000
66,-0.010400
67,-0.004800
68,-0.015200
69,-0.012000
70,-0.006400
71,0.000800
72,-0.004800
73,-0.004800
74,-0.003200
75,-0.003200
76,-0.004000
77,-0.006400
78,-0.010400
79,-0.004800
80,-0.010400
81,-0.012000
82,-0.009600
83,-0.007200
84,-0.016000
85,-0.011200
86,-0.011200
87,-0.011200
88,-0.015200
89,-0.030400
90,-0.073600
91,-0.016800
92,-0.016000
93,-0.011200
94,-0.008800
95,-0.002400
96,-0.008000
97,-0.000800
98,0.002400
99,0.002400
100,0.006400
101,0.008000
102,0.012800
103,0.010400
104,0.015200
105,0.017600
106,0.017600
107,0.023200
108,0.023200
109,0.020000
110,0.024000
111,0.031200
112,0.028800
113,0.029600
114,0.028000
115,0.021600
116,0.028000
117,-0.031200
118,0.008000
119,-0.001600
120,0.004000
121,0.004800
122,-0.016000
123,-0.009600
124,-0.017600
125,-0.019200
126,-0.017600
127,-0.022400
128,-0.028800
129,-0.102400
130,-0.102400
131,-0.066400
132,-0.026400
133,-0.022400
134,-0.018400
135,-0.013600
136,-0.012000
137,-0.013600
138,-0.006400
139,-0.005600
140,-0.004800
141,-0.008000
142,-0.001600
143,-0.004000
144,-0.005600
145,-0.003200
146,-0.009600
147,-0.003200
148,-0.002400
149,-0.006400
150,-0.006400
151,-0.004800
152,-0.002400
153,-0.006400
154,-0.006400
155,-0.015200
156,-0.009600
157,-0.011200
158,-0.011200
159,-0.010400
160,-0.014400
161,-0.011200
162,-0.015200
163,-0.015200
164,-0.021600
165,-0.019200
166,-0.012800
167,-0.013600
168,-0.017600
169,-0.015200
170,-0.000800
171,0.001600
172,-0.006400
173,0.002400
174,0.007200
175,0.007200
176,0.012000
177,0.013600
178,0.012000
179,0.017600
180,0.018400
181,0.016800
182,0.021600
183,0.022400
184,0.023200
185,0.026400
186,0.023200
187,0.017600
188,0.028800
189,-0.025600
190,0.000000
191,0.002400
192,-0.000800
193,-0.005600
194,-0.016800
195,-0.020000
196,-0.014400
197,-0.019200
198,-0.028000
199,-0.037600
200,-0.088000
201,-0.102400
202,-0.082400
203,-0.065600
204,-0.021600
205,-0.024800
206,-0.017600
207,-0.008000
208,-0.004800
209,-0.010400
210,-0.006400
211,-0.004000
212,-0.007200
213,-0.002400
214,-0.005600
215,-0.003200
216,-0.002400
217,-0.006400
218,-0.005600
219,-0.007200
220,-0.006400
221,-0.008000
222,-0.008000
223,-0.005600
224,-0.007200
225,-0.008000
226,-0.008000
227,-0.007200
228,-0.010400
229,-0.010400
230,-0.012000
231,-0.008800
232,-0.012000
233,-0.009600
234,-0.008000
235,-0.010400
236,-0.008800
237,-0.009600
238,-0.004000
239,-0.003200
240,0.002400
241,0.000000
242,-0.000800
243,0.001600
244,0.002400
245,-0.004000
246,0.000800
247,0.002400
248,0.012800
249,0.014400
250,0.015200
251,0.017600
252,0.016800
253,0.011200
254,0.020000
255,0.017600
256,0.020800
257,0.019200
258,0.018400
259,0.020000
260,-0.002400
261,-0.042400
262,-0.019200
263,-0.001600
264,-0.009600
265,-0.005600
266,-0.016000
267,-0.021600
268,-0.018400
269,-0.019200
270,-0.020000
271,-0.024800
272,-0.091200
273,-0.102400
274,-0.057600
275,-0.028800
276,-0.018400
277,-0.012800
278,-0.008000
279,-0.005600
280,-0.005600
281,-0.004800
282,-0.004000
283,0.000800
284,-0.004800
285,-0.002400
286,-0.002400
287,-0.008000
288,-0.002400
289,-0.004000
290,-0.006400
291,-0.013600
292,-0.036800
293,-0.017600
294,-0.013600
295,-0.012800
296,-0.012000
297,-0.012800
298,-0.012000
299,-0.017600
300,-0.015200
301,-0.011200
302,-0.012800
303,-0.012800
304,-0.012000
305,-0.012000
306,-0.012800
307,-0.010400
308,-0.008000
309,-0.004800
310,-0.001600
311,-0.002400
312,0.002400
313,0.004800
314,0.000000
315,0.008000
316,0.011200
317,0.007200
318,0.012800
319,0.010400
320,0.014400
321,-0.004800
322,0.016000
323,0.017600
324,0.015200
325,0.016800
326,0.018400
327,0.017600
328,0.022400
329,0.024000
330,0.024000
331,0.020800
332,-0.044000
333,-0.016000
334,-0.000800
335,-0.007200
336,-0.004000
337,-0.024800
338,-0.020000
339,-0.017600
340,-0.020000
341,-0.021600
342,-0.024800
343,-0.102400
344,-0.102400
345,-0.102400
346,-0.060000
347,-0.028800
348,-0.020000
349,-0.008800
350,-0.007200
351,-0.012800
352,-0.006400
353,-0.005600
354,-0.003200
355,-0.002400
356,-0.003200
357,-0.005600
358,0.000000
359,-0.001600
360,0.000000
361,-0.004000
362,-0.001600
363,-0.000800
364,-0.011200
365,-0.016800
366,-0.010400
367,-0.010400
368,-0.008800
369,-0.014400
370,-0.011200
371,-0.016800
372,-0.010400
373,-0.014400
374,-0.012800
375,-0.009600
376,-0.014400
377,-0.016000
378,-0.008800
379,-0.009600
380,-0.007200
381,-0.012000
382,-0.005600
383,-0.005600
384,0.003200
385,0.000000
386,0.002400
387,0.003200
388,0.008000
389,0.005600
390,0.012000
391,0.013600
392,0.016000
393,0.018400
394,0.020000
395,0.020000
396,0.020000
397,0.008800
398,0.010400
399,0.013600
400,0.016800
401,0.024800
402,0.021600
403,-0.032000
404,-0.051200
405,-0.005600
406,-0.007200
407,-0.000800
408,-0.011200
409,-0.010400
410,-0.019200
411,-0.016000
412,-0.020000
413,-0.021600
414,-0.026400
415,-0.102400
416,-0.100000
417,-0.062400
418,-0.043200
419,-0.020800
420,-0.016000
421,-0.021600
422,-0.016800
423,-0.012800
424,-0.003200
425,-0.010400
426,-0.004800
427,-0.003200
428,-0.004800
429,-0.004800
430,-0.005600
431,-0.004800
432,-0.000800
433,-0.000800
434,-0.009600
435,-0.002400
436,-0.009600
437,-0.009600
438,-0.008000
439,-0.014400
440,-0.011200
441,-0.010400
442,-0.046400
443,-0.020000
444,-0.028000
445,-0.014400
446,-0.010400
447,-0.007200
448,-0.018400
449,-0.008800
450,-0.008000
451,-0.004800
452,-0.004000
453,-0.004800
454,-0.003200
455,-0.002400
456,0.005600
457,0.007200
458,0.010400
459,0.012000
460,0.015200
461,0.017600
462,0.014400
463,0.016000
464,0.018400
465,0.019200
466,0.027200
467,0.021600
468,0.025600
469,0.024000
470,0.025600
471,0.028800
472,0.026400
473,0.026400
474,0.019200
475,-0.042400
476,-0.013600
477,-0.007200
478,-0.000800
479,-0.003200
480,-0.021600
481,-0.016000
482,-0.018400
483,-0.018400
484,-0.022400
485,-0.026400
486,-0.102400
487,-0.102400
488,-0.101600
489,-0.058400
490,-0.024000
491,-0.020000
492,-0.015200
493,-0.012000
494,-0.013600
495,-0.007200
496,-0.005600
497,-0.001600
498,-0.004800
499,-0.005600
500,-0.004000
501,0.000800
502,-0.002400
503,-0.001600
504,-0.010400
505,-0.003200
506,-0.002400
507,-0.006400
508,-0.004000
509,-0.004800
510,-0.010400
511,-0.008000
512,-0.013600
513,-0.012000
514,-0.015200
515,-0.012800
516,-0.015200
517,-0.016000
518,-0.012000
519,-0.012000
520,-0.012000
521,-0.009600
522,-0.011200
523,-0.006400
524,-0.008800
525,-0.004000
526,-0.004000
527,-0.007200
528,-0.004800
529,0.003200
530,0.004000
531,0.004800
532,0.008800
533,0.008800
534,0.010400
535,0.013600
536,0.016800
537,0.016800
538,0.017600
539,0.021600
540,0.024000
541,0.024800
542,0.020000
543,0.018400
544,0.025600
545,0.025600
546,-0.032000
547,-0.000800
548,-0.001600
549,-0.027200
550,-0.004800
551,-0.017600
552,-0.016800
553,-0.019200
554,-0.015200
555,-0.015200
556,-0.021600
557,-0.030400
558,-0.102400
559,-0.102400
560,-0.048000
561,-0.058400
562,-0.015200
563,-0.018400
564,-0.012800
565,-0.010400
566,-0.011200
567,-0.004800
568,-0.010400
569,-0.006400
570,-0.007200
571,-0.002400
572,-0.004000
573,-0.000800
574,-0.001600
575,-0.003200
576,-0.004000
577,-0.014400
578,-0.004000
579,-0.007200
580,-0.021600
581,-0.008800
582,-0.006400
583,-0.007200
584,-0.008000
585,-0.010400
586,-0.007200
587,-0.011200
588,-0.012000
589,-0.010400
590,-0.012000
591,-0.006400
592,-0.011200
593,-0.010400
594,-0.010400
595,-0.014400
596,-0.008000
597,-0.005600
598,-0.004800
599,-0.001600
600,0.003200
601,0.003200
602,-0.000800
603,0.001600
604,0.005600
605,0.002400
606,0.012800
607,0.013600
608,0.014400
609,0.014400
610,0.011200
611,0.019200
612,0.023200
613,0.024000
614,0.024000
615,0.019200
616,0.028000
617,0.017600
618,-0.030400
619,0.004800
620,-0.016800
621,0.001600
622,-0.008000
623,-0.008800
624,-0.009600
625,-0.016000
626,-0.014400
627,-0.024000
628,-0.020000
629,-0.102400
630,-0.102400
631,-0.068800
632,-0.057600
633,-0.031200
634,-0.016000
635,-0.013600
636,-0.012800
637,-0.005600
638,-0.006400
639,-0.003200
640,-0.008000
641,-0.003200
642,-0.004800
643,-0.005600
644,-0.005600
645,-0.003200
646,-0.001600
647,-0.010400
648,-0.006400
649,-0.008800
650,-0.011200
651,-0.011200
652,-0.008800
653,-0.012800
654,-0.011200
655,-0.014400
656,-0.012800
657,-0.012800
658,-0.009600
659,-0.011200
660,-0.018400
661,-0.009600
662,-0.010400
663,-0.008800
664,-0.008800
665,-0.010400
666,-0.005600
667,-0.004000
668,-0.001600
669,-0.003200
670,0.000800
671,0.004800
672,0.001600
673,0.011200
674,0.010400
675,0.010400
676,0.015200
