Time Base:5.00μs
Sampling Rate:500MSa/s
Amplitude:2.00V
Amplitude resolution:80.00mV
Data Uint:mv
Data points:64000
 -2.80E+03
 -2.80E+03
 -2.80E+03
 -2.88E+03
 -2.96E+03
 -2.96E+03
 -2.96E+03
 -2.96E+03
 -3.04E+03
 -3.04E+03
 -3.04E+03
 -3.12E+03
 -3.04E+03
 -3.12E+03
 -3.12E+03
 -3.12E+03
 -3.20E+03
 -3.20E+03
 -3.28E+03
 -3.28E+03
 -3.28E+03
 -3.28E+03
 -3.28E+03
 -3.28E+03
 -3.36E+03
 -3.36E+03
 -3.36E+03
 -3.36E+03
 -3.36E+03
 -3.44E+03
 -3.44E+03
 -3.44E+03
 -3.44E+03
 -3.44E+03
 -3.44E+03
 -3.44E+03
 -3.44E+03
 -3.44E+03
 -3.52E+03
 -3.60E+03
 -3.60E+03
 -3.52E+03
 -3.52E+03
 -3.60E+03
 -3.60E+03
 -3.60E+03
 -3.60E+03
 -3.60E+03
 -3.60E+03
 -3.60E+03
 -3.60E+03
 -3.60E+03
 -3.60E+03
 -3.68E+03
 -3.60E+03
 -3.60E+03
 -3.60E+03
 -3.68E+03
 -3.68E+03
 -3.68E+03
 -3.60E+03
 -3.68E+03
 -3.68E+03
 -3.60E+03
 -3.68E+03
 -3.68E+03
 -3.68E+03
 -3.68E+03
 -3.76E+03
 -3.68E+03
 -3.76E+03
 -3.76E+03
 -3.76E+03
 -3.76E+03
 -3.76E+03
 -3.68E+03
 -3.76E+03
 -3.76E+03
 -3.76E+03
 -3.76E+03
 -3.68E+03
 -3.84E+03
 -3.76E+03
 -3.84E+03
 -3.76E+03
 -3.76E+03
 -3.76E+03
 -3.84E+03
 -3.84E+03
 -3.76E+03
 -3.76E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.76E+03
 -3.76E+03
 -3.76E+03
 -3.76E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.76E+03
 -3.76E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.92E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
 -3.84E+03
