frecuencia,mod_comp_corriente,fase_comp_corriente,mod_comp_tension,fase_comp_tension,mod_sin_comp_corriente,fase_sin_comp_corriente,mod_sin_comp_tension,fase_sin_comp_tension
1.0,19.9778617750688,-0.053862533402484,47.6978863487459,179.636770020574,19.9778617750667,-0.0538625728035079,47.6980540368694,179.988657018618
1.0471285480509,19.9778614047772,-0.0564010051899664,47.6978701442926,179.619436452581,19.9778614047749,-0.0564010464479036,47.6980540116241,179.987906910461
1.09647819614319,19.9778609987606,-0.0590591107616395,47.69785237707,179.601295747775,19.9778609987581,-0.0590591539640033,47.6980539846355,179.987131151244
1.14815362149688,19.9778605535722,-0.0618424882699256,47.6978328968071,179.582309440523,19.9778605535695,-0.0618425335083543,47.6980539557291,179.986328095478
1.20226443461741,19.977860065433,-0.0647570415790252,47.6978115376502,179.562437273567,19.97786006543,-0.0647570889494752,47.6980539246613,179.985496039776
1.25892541179417,19.977859530199,-0.0678089527867945,47.6977881185332,179.54163711284,19.9778595301958,-0.0678090023897453,47.6980538911685,179.984633219236
1.31825673855641,19.9778589433267,-0.0710046953366513,47.6977624407393,179.519864858473,19.9778589433231,-0.0710047472773171,47.6980538549671,179.983737803701
1.38038426460289,19.9778582998341,-0.0743510477472859,47.6977342863359,179.497074351633,19.9778582998302,-0.0743511021358399,47.6980538156901,179.982807893876
1.44543977074593,19.9778575942586,-0.0778551079892861,47.697703416115,179.473217277061,19.9778575942543,-0.0778551649410938,47.6980537731192,179.981841517299
1.51356124843621,19.9778568206106,-0.081524308539134,47.6976695681517,179.448243061067,19.9778568206059,-0.0815243681749977,47.6980537267816,179.980836624156
1.58489319246111,19.9778559723226,-0.0853664321424762,47.6976324553589,179.422098764845,19.9778559723174,-0.0853664945888914,47.6980536763953,179.979791082937
1.65958690743756,19.9778550421934,-0.0893896283200631,47.6975917627357,179.394728972868,19.9778550421878,-0.0893896937094876,47.6980536214194,179.97870267591
1.73780082874938,19.9778540223273,-0.0936024306513292,47.6975471448822,179.366075676101,19.9778540223212,-0.0936024991224628,47.6980535615044,179.977569094421
1.81970085860999,19.9778529040667,-0.0980137748722165,47.6974982232544,179.336078149819,19.9778529040599,-0.0980138465702954,47.6980534960232,179.976387933992
1.90546071796325,19.9778516779186,-0.102633017825578,47.697444582418,179.304672825849,19.9778516779112,-0.102633092902683,47.6980534245378,179.975156689228
1.99526231496888,19.9778503334744,-0.107469957304286,47.6973857676278,179.271793158811,19.9778503334662,-0.107470035919666,47.6980533463845,179.973872748497
2.08929613085404,19.9778488593211,-0.112534852829064,47.6973212795684,179.237369486396,19.9778488593121,-0.112534935149473,47.6980532608978,179.972533388391
2.18776162394956,19.9778472429446,-0.11783844740502,47.6972505708987,179.20132888308,19.9778472429348,-0.117838533605072,47.6980531672944,179.971135767953
2.29086765276778,19.9778454706238,-0.123391990302939,47.6971730420484,179.16359500714,19.9778454706131,-0.123392080565474,47.698053064897,179.969676922648
2.39883291901949,19.9778435273136,-0.129207260913519,47.6970880350774,179.12408794083,19.9778435273018,-0.129207355429997,47.6980529527207,179.968153758075
2.51188643150958,19.9778413965172,-0.135296593725047,47.6969948288892,179.082724023107,19.9778413965043,-0.135296692695951,47.6980528298138,179.966563043404
2.63026799189539,19.9778390601467,-0.141672904477322,47.6968926325927,179.039415674869,19.9778390601325,-0.141673008112581,47.6980526952478,179.964901404523
2.75422870333817,19.9778364983688,-0.148349717547118,47.6967805795402,178.994071216158,19.9778364983533,-0.148349826066558,47.6980525478252,179.963165316882
2.88403150312661,19.977833689437,-0.155341194623108,47.6966577194054,178.946594675244,19.9778336894199,-0.155341308256912,47.6980523862349,179.961351098017
3.01995172040202,19.9778306095065,-0.162662164730796,47.6965230097506,178.896885589115,19.9778306094878,-0.162662283719996,47.6980522093966,179.959454899737
3.16227766016839,19.9778272324324,-0.170328155670914,47.6963753086255,178.844838794811,19.9778272324119,-0.170328280267904,47.6980520152885,179.957472699966
3.31131121482592,19.9778235295474,-0.178355426937652,47.6962133633336,178.790344211833,19.9778235295248,-0.178355557406719,47.6980518026093,179.955400294205
3.46736850452532,19.9778194694182,-0.186761004186184,47.6960358010521,178.733286614558,19.9778194693935,-0.18676114080407,47.6980515695569,179.953233286623
3.63078054770102,19.9778150175795,-0.195562715322216,47.6958411159924,178.673545394951,19.9778150175525,-0.195562858378706,47.6980513140368,179.950967080725
3.80189396320562,19.9778101362407,-0.204779228289635,47.6956276583779,178.610994314493,19.977810136211,-0.204779378088173,47.698051033938,179.948596869608
3.98107170553498,19.9778047839654,-0.214430090635883,47.6953936187814,178.54550124582,19.9778047839329,-0.214430247494211,47.6980507268833,179.946117625761
4.16869383470336,19.9777989153198,-0.224535770938369,47.6951370138242,178.476927902853,19.9777989152842,-0.224535935189205,47.6980503902112,179.943524090407
4.36515832240167,19.9777924804871,-0.235117702179101,47.6948556697363,178.405129559488,19.977792480448,-0.235117874170842,47.6980500212342,179.940810762344
4.57088189614876,19.9777854248442,-0.246198327158719,47.6945472028625,178.32995475667,19.9777854248013,-0.246198507256186,47.6980496165968,179.937971886279
4.7863009232264,19.9777776884988,-0.257801146045372,47.6942090009149,178.251244996795,19.9777776884518,-0.257801334630576,47.6980491729161,179.93500144062
5.01187233627274,19.9777692057806,-0.269950766158194,47.6938382002022,178.168834425906,19.977769205729,-0.269950963631148,47.6980486865488,179.931893124705
5.24807460249774,19.9777599046841,-0.282672954089794,47.6934316614744,178.082549502849,19.9777599046275,-0.282673160869366,47.6980481532482,179.928640345441
