time	V(t)
6.074265506905707e-05	5.209112e+00
6.104265506905789e-05	5.208058e+00
6.162836935477378e-05	5.206049e+00
6.221408364048967e-05	5.204122e+00
6.279979792620556e-05	5.202277e+00
6.338551221192144e-05	5.200515e+00
6.397122649763734e-05	5.198836e+00
6.455694078335322e-05	5.197239e+00
6.514265506906911e-05	5.195725e+00
6.592836935478554e-05	5.193844e+00
6.671408364050198e-05	5.192130e+00
6.749979792621841e-05	5.190584e+00
6.828551221193484e-05	5.189206e+00
6.907122649765129e-05	5.187996e+00
6.985694078336772e-05	5.186953e+00
7.064265506908415e-05	5.186078e+00
7.115694078337127e-05	5.185596e+00
7.167122649765838e-05	5.185180e+00
7.218551221194551e-05	5.184830e+00
7.269979792623263e-05	5.184546e+00
7.321408364051976e-05	5.184328e+00
7.372836935480687e-05	5.184176e+00
7.424265506909399e-05	5.184090e+00
7.454265506909481e-05	5.184066e+00
7.464265506909509e-05	5.184063e+00
7.474265506909536e-05	5.184062e+00
7.484265506909563e-05	5.184063e+00
7.504265506909618e-05	5.184072e+00
7.564265506909782e-05	5.184159e+00
7.624265506909946e-05	5.184315e+00
7.684265506910110e-05	5.184540e+00
7.744265506910274e-05	5.184833e+00
7.804265506910438e-05	5.185194e+00
7.864265506910603e-05	5.185624e+00
7.924265506910767e-05	5.186123e+00
8.021408364053890e-05	5.187074e+00
8.118551221197012e-05	5.188119e+00
8.215694078340135e-05	5.189259e+00
8.312836935483257e-05	5.190492e+00
8.409979792626381e-05	5.191820e+00
8.507122649769504e-05	5.193241e+00
8.604265506912626e-05	5.194757e+00
8.681408364055695e-05	5.195975e+00
8.758551221198762e-05	5.197195e+00
8.835694078341831e-05	5.198415e+00
8.912836935484898e-05	5.199637e+00
8.989979792627967e-05	5.200860e+00
9.067122649771036e-05	5.202084e+00
9.144265506914103e-05	5.203310e+00
9.195694078342816e-05	5.204108e+00
9.247122649771527e-05	5.204893e+00
9.298551221200239e-05	5.205664e+00
9.349979792628952e-05	5.206420e+00
9.401408364057664e-05	5.207163e+00
9.452836935486375e-05	5.207891e+00
9.504265506915088e-05	5.208605e+00
9.534265506915170e-05	5.209011e+00
9.554265506915224e-05	5.209279e+00
9.564265506915252e-05	5.209411e+00
9.584265506915306e-05	5.209674e+00
9.614265506915388e-05	5.210062e+00
9.639979792629745e-05	5.210390e+00
9.665694078344101e-05	5.210712e+00
9.691408364058457e-05	5.211029e+00
9.717122649772812e-05	5.211340e+00
9.742836935487168e-05	5.211646e+00
9.768551221201524e-05	5.211946e+00
9.794265506915881e-05	5.212240e+00
9.804265506915908e-05	5.212353e+00
9.889979792630428e-05	5.213287e+00
9.975694078344949e-05	5.214149e+00
1.006140836405947e-04	5.214939e+00
1.014712264977399e-04	5.215658e+00
1.023283693548851e-04	5.216305e+00
1.031855122120303e-04	5.216880e+00
1.040426550691755e-04	5.217383e+00
1.046712264977486e-04	5.217702e+00
1.052997979263218e-04	5.217984e+00
1.059283693548949e-04	5.218228e+00
1.065569407834681e-04	5.218434e+00
1.071855122120412e-04	5.218602e+00
1.078140836406144e-04	5.218733e+00
1.084426550691875e-04	5.218826e+00
1.086426550691881e-04	5.218849e+00
1.088426550691886e-04	5.218868e+00
1.090426550691892e-04	5.218884e+00
1.092426550691897e-04	5.218896e+00
1.094426550691903e-04	5.218905e+00
1.096426550691908e-04	5.218910e+00
1.098426550691914e-04	5.218913e+00
1.099426550691916e-04	5.218913e+00
1.101426550691922e-04	5.218910e+00
1.104426550691930e-04	5.218900e+00
1.111426550691949e-04	5.218843e+00
1.118426550691968e-04	5.218754e+00
1.125426550691987e-04	5.218632e+00
1.132426550692006e-04	5.218477e+00
1.139426550692026e-04	5.218290e+00
1.146426550692045e-04	5.218070e+00
1.153426550692064e-04	5.217818e+00
1.162855122120661e-04	5.217431e+00
1.172283693549258e-04	5.217016e+00
1.181712264977856e-04	5.216573e+00
1.191140836406453e-04	5.216102e+00
1.200569407835050e-04	5.215602e+00
1.209997979263647e-04	5.215075e+00
1.219426550692244e-04	5.214519e+00
1.226997979263694e-04	5.214070e+00
1.234569407835143e-04	5.213622e+00
1.242140836406592e-04	5.213176e+00
1.249712264978042e-04	5.212731e+00
1.257283693549491e-04	5.212287e+00
1.264855122120940e-04	5.211845e+00
1.272426550692389e-04	5.211405e+00
1.276997979263830e-04	5.211145e+00
1.281569407835272e-04	5.210890e+00
1.286140836406713e-04	5.210640e+00
1.290712264978154e-04	5.210393e+00
1.295283693549595e-04	5.210152e+00
1.299855122121036e-04	5.209915e+00
1.304426550692477e-04	5.209682e+00
1.306426550692482e-04	5.209582e+00
1.307426550692485e-04	5.209533e+00
1.309426550692491e-04	5.209435e+00
1.315140836406792e-04	5.209160e+00
1.320855122121093e-04	5.208895e+00
1.326569407835395e-04	5.208641e+00
1.332283693549696e-04	5.208398e+00
1.337997979263997e-04	5.208166e+00
1.343712264978299e-04	5.207944e+00
1.349426550692600e-04	5.207732e+00
1.357426550692622e-04	5.207457e+00
1.365426550692644e-04	5.207206e+00
1.373426550692666e-04	5.206978e+00
1.381426550692687e-04	5.206775e+00
1.389426550692709e-04	5.206595e+00
1.397426550692731e-04	5.206439e+00
1.405426550692753e-04	5.206306e+00
1.410712264978482e-04	5.206233e+00
1.415997979264210e-04	5.206168e+00
1.421283693549939e-04	5.206114e+00
1.426569407835668e-04	5.206069e+00
1.431855122121397e-04	5.206034e+00
1.437140836407125e-04	5.206009e+00
1.442426550692854e-04	5.205994e+00
1.443569407835715e-04	5.205991e+00
1.444712264978575e-04	5.205990e+00
1.445855122121435e-04	5.205988e+00
1.446997979264295e-04	5.205987e+00
1.448140836407156e-04	5.205986e+00
1.449283693550016e-04	5.205986e+00
1.450426550692876e-04	5.205986e+00
1.452426550692882e-04	5.205987e+00
1.458426550692898e-04	5.206000e+00
1.464426550692914e-04	5.206021e+00
1.470426550692931e-04	5.206053e+00
1.476426550692947e-04	5.206093e+00
1.482426550692964e-04	5.206143e+00
1.488426550692980e-04	5.206203e+00
1.494426550692996e-04	5.206272e+00
1.503997979264451e-04	5.206402e+00
1.513569407835906e-04	5.206544e+00
1.523140836407361e-04	5.206698e+00
1.532712264978816e-04	5.206866e+00
1.542283693550270e-04	5.207046e+00
1.551855122121725e-04	5.207238e+00
1.561426550693180e-04	5.207444e+00
1.569283693550344e-04	5.207615e+00
1.577140836407508e-04	5.207786e+00
1.584997979264673e-04	5.207957e+00
1.592855122121837e-04	5.208129e+00
1.600712264979002e-04	5.208301e+00
1.608569407836166e-04	5.208473e+00
1.616426550693330e-04	5.208645e+00
1.621712264979059e-04	5.208759e+00
1.626997979264788e-04	5.208870e+00
1.632283693550516e-04	5.208979e+00
1.637569407836245e-04	5.209086e+00
1.642855122121974e-04	5.209191e+00
1.648140836407703e-04	5.209294e+00
1.653426550693431e-04	5.209395e+00
1.656426550693440e-04	5.209451e+00
1.658426550693445e-04	5.209487e+00
1.664283693550604e-04	5.209593e+00
1.670140836407763e-04	5.209694e+00
1.675997979264922e-04	5.209791e+00
1.681855122122081e-04	5.209884e+00
1.687712264979239e-04	5.209973e+00
1.693569407836398e-04	5.210057e+00
1.699426550693557e-04	5.210138e+00
1.707426550693579e-04	5.210240e+00
1.715426550693601e-04	5.210334e+00
1.723426550693623e-04	5.210419e+00
1.731426550693645e-04	5.210495e+00
1.739426550693667e-04	5.210561e+00
1.747426550693688e-04	5.210619e+00
1.755426550693710e-04	5.210669e+00
1.760855122122297e-04	5.210697e+00
1.766283693550883e-04	5.210721e+00
1.771712264979469e-04	5.210742e+00
1.777140836408055e-04	5.210759e+00
1.782569407836642e-04	5.210772e+00
1.787997979265228e-04	5.210782e+00
1.793426550693814e-04	5.210787e+00
1.795426550693820e-04	5.210788e+00
1.797426550693825e-04	5.210789e+00
1.799426550693831e-04	5.210789e+00
1.801426550693836e-04	5.210789e+00
1.803426550693842e-04	5.210788e+00
1.805426550693847e-04	5.210787e+00
1.807426550693852e-04	5.210786e+00
1.815140836408159e-04	5.210775e+00
1.822855122122466e-04	5.210759e+00
1.830569407836773e-04	5.210738e+00
1.838283693551080e-04	5.210711e+00
1.845997979265387e-04	5.210679e+00
1.853712264979693e-04	5.210642e+00
1.861426550694000e-04	5.210599e+00
1.870712264979740e-04	5.210542e+00
1.879997979265479e-04	5.210482e+00
1.889283693551219e-04	5.210418e+00
1.898569407836959e-04	5.210351e+00
1.907855122122699e-04	5.210281e+00
1.917140836408438e-04	5.210208e+00
1.926426550694178e-04	5.210131e+00
1.933997979265627e-04	5.210069e+00
1.941569407837077e-04	5.210007e+00
1.949140836408526e-04	5.209945e+00
1.956712264979975e-04	5.209884e+00
1.964283693551424e-04	5.209823e+00
1.971855122122874e-04	5.209763e+00
1.979426550694323e-04	5.209703e+00
1.982855122122904e-04	5.209677e+00
1.986283693551484e-04	5.209651e+00
1.989712264980065e-04	5.209625e+00
1.993140836408646e-04	5.209600e+00
1.996569407837227e-04	5.209575e+00
1.999997979265808e-04	5.209551e+00
2.003426550694389e-04	5.209527e+00
2.004426550694391e-04	5.209519e+00
2.008426550694402e-04	5.209492e+00
2.009426550694405e-04	5.209485e+00
2.010000000000007e-04	5.209481e+00
