time	V(n055)
0.000000000000000e+00	5.030629e+00
2.000000000335067e-08	5.030475e+00
6.000000001005201e-08	5.030165e+00
1.400000000095769e-07	5.029544e+00
2.000000000057511e-07	5.029077e+00
2.000001000090901e-07	5.029077e+00
2.000003000157680e-07	5.029077e+00
2.000004950680756e-07	5.029077e+00
2.000006860819470e-07	5.029077e+00
2.000008852837132e-07	5.029077e+00
2.000010000113850e-07	5.029077e+00
2.000010342756431e-07	5.029077e+00
2.000011028041593e-07	5.029077e+00
2.000012398750695e-07	5.029077e+00
2.000015140030120e-07	5.029077e+00
2.000020622588972e-07	5.029077e+00
2.000027423815220e-07	5.029077e+00
2.000035999316641e-07	5.029077e+00
2.000046438466185e-07	5.029077e+00
2.000061580520462e-07	5.029077e+00
2.000080487618572e-07	5.029077e+00
2.000106292254777e-07	5.029077e+00
2.000140913727133e-07	5.029077e+00
2.000175921418323e-07	5.029077e+00
2.000216044323322e-07	5.029077e+00
2.000255001494144e-07	5.029077e+00
2.000290077602829e-07	5.029077e+00
2.000328339080149e-07	5.029077e+00
2.000364218296413e-07	5.029077e+00
2.000412041708310e-07	5.029077e+00
2.000463318885259e-07	5.029077e+00
2.000528157158898e-07	5.029077e+00
2.000601243695721e-07	5.029077e+00
2.000698892945518e-07	5.029077e+00
2.000819951802901e-07	5.029076e+00
2.000997619544531e-07	5.029076e+00
2.001253680272708e-07	5.029076e+00
2.001702741893929e-07	5.029076e+00
2.002400274897509e-07	5.029075e+00
2.003325367677666e-07	5.029074e+00
2.004485325779459e-07	5.029073e+00
2.006145989608132e-07	5.029072e+00
2.008768202749200e-07	5.029070e+00
2.012006679041889e-07	5.029068e+00
2.015761345064426e-07	5.029065e+00
2.020660717916289e-07	5.029061e+00
2.027976667290377e-07	5.029055e+00
2.040451024115653e-07	5.029045e+00
2.065399737904983e-07	5.029026e+00
2.102193626396520e-07	5.028997e+00
2.150950251939010e-07	5.028959e+00
2.214327810834416e-07	5.028910e+00
2.293944534187409e-07	5.028848e+00
2.347555108500599e-07	5.028806e+00
2.404798105093420e-07	5.028761e+00
2.455074266521917e-07	5.028722e+00
2.506609248914549e-07	5.028682e+00
2.599823399479506e-07	5.028609e+00
2.724493922412474e-07	5.028512e+00
2.926866973784747e-07	5.028353e+00
3.200825139382246e-07	5.028141e+00
3.418540071714604e-07	5.027976e+00
3.445196834900299e-07	5.027957e+00
3.498510361271689e-07	5.027922e+00
3.605137414014470e-07	5.027862e+00
3.818391519500031e-07	5.027771e+00
4.092653378140465e-07	5.027706e+00
4.481383646809389e-07	5.027708e+00
4.839775471360275e-07	5.027833e+00
5.400789171022824e-07	5.028322e+00
6.074995579086195e-07	5.029353e+00
6.593663508663861e-07	5.030526e+00
6.914223939086250e-07	5.031479e+00
7.228673377240868e-07	5.032611e+00
7.595082612693593e-07	5.034118e+00
7.841112750900381e-07	5.035244e+00
8.107672990753656e-07	5.036581e+00
8.472373366485986e-07	5.038552e+00
8.873576662071780e-07	5.040890e+00
9.474954094090826e-07	5.044645e+00
1.002254788579071e-06	5.048290e+00
1.090610966106298e-06	5.054492e+00
1.153563746733588e-06	5.059092e+00
1.231515044039511e-06	5.064976e+00
1.310073810933954e-06	5.071050e+00
1.428698241809356e-06	5.080411e+00
1.552345822691814e-06	5.090330e+00
1.750949303144789e-06	5.106459e+00
1.971007451875839e-06	5.124443e+00
2.308897668196197e-06	5.152065e+00
2.672883218174382e-06	5.181658e+00
2.904489368307783e-06	5.200295e+00
3.047883826642894e-06	5.211643e+00
3.157490946231745e-06	5.220129e+00
3.223861828785535e-06	5.225139e+00
3.287645481728219e-06	5.229837e+00
3.351582036001388e-06	5.234432e+00
3.443536647468326e-06	5.240828e+00
3.599791839656308e-06	5.251184e+00
3.828378127804233e-06	5.265532e+00
3.943604313799698e-06	5.272392e+00
3.997964022381395e-06	5.275495e+00
4.032038901993773e-06	5.277395e+00
4.063726331091089e-06	5.279136e+00
4.097089513238616e-06	5.280944e+00
4.136206553401189e-06	5.283034e+00
4.176379677867104e-06	5.285148e+00
4.219512466582809e-06	5.287378e+00
4.270835842937193e-06	5.289981e+00
4.330872410099329e-06	5.292956e+00
4.409574656721871e-06	5.296743e+00
4.514791433041232e-06	5.301609e+00
4.664505443036093e-06	5.308155e+00
4.891194333528359e-06	5.317323e+00
5.186903557385936e-06	5.328144e+00
5.504075549653265e-06	5.338407e+00
5.872747421462043e-06	5.348669e+00
6.372747421462543e-06	5.360376e+00
6.872747421463044e-06	5.370006e+00
7.372747421463544e-06	5.377914e+00
7.657704938657250e-06	5.381708e+00
7.871788623187159e-06	5.384206e+00
7.971439309639727e-06	5.385271e+00
8.100729552470987e-06	5.386557e+00
8.231408763464954e-06	5.387781e+00
8.350048576202806e-06	5.388813e+00
8.539586274100563e-06	5.390328e+00
8.744406256325221e-06	5.391790e+00
9.056558059120090e-06	5.393671e+00
9.503523476228626e-06	5.395787e+00
1.000352347622913e-05	5.397455e+00
1.050352347622963e-05	5.398459e+00
1.091367023753342e-05	5.398827e+00
1.122707378684029e-05	5.398854e+00
1.136893429304342e-05	5.398789e+00
1.150661697764399e-05	5.398672e+00
1.167828630004031e-05	5.398473e+00
1.184736889435489e-05	5.398212e+00
1.218553408298406e-05	5.397517e+00
1.268553408298456e-05	5.396216e+00
1.298939279276157e-05	5.395284e+00
1.301559337869851e-05	5.395195e+00
1.306799455057239e-05	5.395008e+00
1.317279689430628e-05	5.394621e+00
1.329022402347946e-05	5.394169e+00
1.351356046129515e-05	5.393258e+00
1.374928579896129e-05	5.392235e+00
1.397377878560591e-05	5.391198e+00
1.421015230751443e-05	5.390033e+00
1.454975838491301e-05	5.388254e+00
1.486997830947578e-05	5.386470e+00
1.523599180804081e-05	5.384293e+00
1.571517347952189e-05	5.381288e+00
1.593391434449865e-05	5.379859e+00
