time	V(n023)
6.267476914026404e-06	5.011187e+00
6.367476914029280e-06	5.011191e+00
6.467476914032155e-06	5.011196e+00
6.567476914035031e-06	5.011201e+00
6.667476914037906e-06	5.011206e+00
6.767476914040782e-06	5.011210e+00
6.867476914043658e-06	5.011215e+00
6.967476914046533e-06	5.011220e+00
7.067476914049409e-06	5.011225e+00
7.167476914052284e-06	5.011229e+00
7.267476914055160e-06	5.011233e+00
7.367476914058035e-06	5.011238e+00
7.467476914060911e-06	5.011242e+00
7.567476914063787e-06	5.011247e+00
7.667476914066662e-06	5.011250e+00
7.767476914069538e-06	5.011255e+00
7.867476914072413e-06	5.011259e+00
7.967476914075289e-06	5.011263e+00
8.067476914078164e-06	5.011267e+00
8.167476914081040e-06	5.011271e+00
8.267476914083915e-06	5.011274e+00
8.367476914086791e-06	5.011278e+00
8.467476914089667e-06	5.011281e+00
8.567476914092542e-06	5.011285e+00
8.667476914095418e-06	5.011288e+00
8.767476914098293e-06	5.011292e+00
8.867476914101169e-06	5.011295e+00
8.967476914104044e-06	5.011298e+00
9.067476914106920e-06	5.011302e+00
9.167476914109796e-06	5.011304e+00
9.267476914112671e-06	5.011308e+00
9.367476914115547e-06	5.011311e+00
9.467476914118422e-06	5.011313e+00
9.567476914121298e-06	5.011316e+00
9.667476914124173e-06	5.011319e+00
9.767476914127049e-06	5.011322e+00
9.867476914129925e-06	5.011324e+00
9.967476914132800e-06	5.011327e+00
1.006747691413568e-05	5.011330e+00
1.016747691413855e-05	5.011333e+00
1.026747691414143e-05	5.011335e+00
1.036747691414430e-05	5.011337e+00
1.046747691414718e-05	5.011340e+00
1.056747691415005e-05	5.011343e+00
1.066747691415293e-05	5.011344e+00
1.076747691415580e-05	5.011347e+00
1.086747691415868e-05	5.011349e+00
1.096747691416156e-05	5.011352e+00
1.106747691416443e-05	5.011353e+00
1.116747691416731e-05	5.011356e+00
1.126747691417018e-05	5.011358e+00
1.136747691417306e-05	5.011360e+00
1.146747691417593e-05	5.011362e+00
1.156747691417881e-05	5.011364e+00
1.166747691418168e-05	5.011366e+00
1.176747691418456e-05	5.011368e+00
1.186747691418744e-05	5.011369e+00
1.196747691419031e-05	5.011371e+00
1.206747691419319e-05	5.011373e+00
1.216747691419606e-05	5.011375e+00
1.226747691419894e-05	5.011376e+00
1.236747691420181e-05	5.011378e+00
1.246747691420469e-05	5.011380e+00
1.256747691420756e-05	5.011382e+00
1.266747691421044e-05	5.011383e+00
1.276747691421332e-05	5.011384e+00
1.286747691421619e-05	5.011386e+00
1.296747691421907e-05	5.011388e+00
1.306747691422194e-05	5.011389e+00
1.316747691422482e-05	5.011391e+00
1.326747691422769e-05	5.011392e+00
1.336747691423057e-05	5.011394e+00
1.346747691423344e-05	5.011395e+00
1.356747691423632e-05	5.011396e+00
1.366747691423920e-05	5.011398e+00
1.376747691424207e-05	5.011399e+00
1.386747691424495e-05	5.011400e+00
1.396747691424782e-05	5.011402e+00
1.406747691425070e-05	5.011403e+00
1.416747691425357e-05	5.011404e+00
1.426747691425645e-05	5.011405e+00
1.436747691425933e-05	5.011406e+00
1.446747691426220e-05	5.011407e+00
1.456747691426508e-05	5.011408e+00
1.466747691426795e-05	5.011410e+00
1.476747691427083e-05	5.011411e+00
1.486747691427370e-05	5.011412e+00
1.496747691427658e-05	5.011413e+00
1.506747691427945e-05	5.011414e+00
1.516747691428233e-05	5.011415e+00
1.526747691428521e-05	5.011416e+00
1.536747691428808e-05	5.011417e+00
1.546747691429096e-05	5.011418e+00
1.556747691429383e-05	5.011419e+00
1.566747691429671e-05	5.011420e+00
1.576747691429958e-05	5.011421e+00
1.586747691430246e-05	5.011421e+00
1.596747691430533e-05	5.011422e+00
1.606747691430821e-05	5.011423e+00
1.616747691431109e-05	5.011424e+00
1.626747691431396e-05	5.011425e+00
1.636747691431684e-05	5.011425e+00
1.646747691431971e-05	5.011426e+00
1.656747691432259e-05	5.011427e+00
1.666747691432546e-05	5.011428e+00
1.676747691432834e-05	5.011429e+00
1.686747691433121e-05	5.011429e+00
1.696747691433409e-05	5.011430e+00
1.706747691433697e-05	5.011431e+00
1.716747691433984e-05	5.011432e+00
1.726747691434272e-05	5.011432e+00
1.736747691434559e-05	5.011433e+00
1.746747691434847e-05	5.011434e+00
1.756747691435134e-05	5.011434e+00
1.766747691435422e-05	5.011435e+00
1.776747691435709e-05	5.011436e+00
1.786747691435997e-05	5.011436e+00
1.796747691436285e-05	5.011436e+00
1.806747691436572e-05	5.011437e+00
1.816747691436860e-05	5.011438e+00
1.826747691437147e-05	5.011438e+00
1.836747691437435e-05	5.011439e+00
1.846747691437722e-05	5.011439e+00
1.856747691438010e-05	5.011440e+00
1.866747691438297e-05	5.011440e+00
1.876747691438585e-05	5.011441e+00
1.886747691438873e-05	5.011441e+00
1.896747691439160e-05	5.011442e+00
1.906747691439448e-05	5.011443e+00
1.916747691439735e-05	5.011443e+00
1.926747691440023e-05	5.011444e+00
1.936747691440310e-05	5.011444e+00
1.946747691440598e-05	5.011444e+00
1.956747691440885e-05	5.011445e+00
1.966747691441173e-05	5.011445e+00
1.976747691441461e-05	5.011446e+00
1.986747691441748e-05	5.011446e+00
1.996747691442036e-05	5.011446e+00
2.006747691442323e-05	5.011447e+00
2.016747691442611e-05	5.011447e+00
2.026747691442898e-05	5.011447e+00
2.036747691443186e-05	5.011448e+00
2.046747691443473e-05	5.011448e+00
2.056747691443761e-05	5.011449e+00
2.066747691444049e-05	5.011449e+00
2.076747691444336e-05	5.011449e+00
2.086747691444624e-05	5.011450e+00
2.096747691444911e-05	5.011450e+00
2.106747691445199e-05	5.011450e+00
2.116747691445486e-05	5.011451e+00
2.126747691445774e-05	5.011451e+00
2.136747691446061e-05	5.011451e+00
2.146747691446349e-05	5.011452e+00
2.156747691446637e-05	5.011452e+00
2.166747691446924e-05	5.011452e+00
2.176747691447212e-05	5.011453e+00
2.186747691447499e-05	5.011453e+00
2.196747691447787e-05	5.011453e+00
2.206747691448074e-05	5.011454e+00
2.216747691448362e-05	5.011454e+00
2.226747691448649e-05	5.011454e+00
2.236747691448937e-05	5.011454e+00
2.246747691449225e-05	5.011455e+00
2.256747691449512e-05	5.011455e+00
2.266747691449800e-05	5.011455e+00
2.276747691450087e-05	5.011455e+00
2.286747691450375e-05	5.011456e+00
2.296747691450662e-05	5.011456e+00
2.306747691450950e-05	5.011456e+00
2.316747691451237e-05	5.011456e+00
2.326747691451525e-05	5.011456e+00
2.336747691451813e-05	5.011456e+00
2.346747691452100e-05	5.011457e+00
2.356747691452388e-05	5.011457e+00
2.366747691452675e-05	5.011457e+00
2.376747691452963e-05	5.011457e+00
2.386747691453250e-05	5.011458e+00
2.396747691453538e-05	5.011458e+00
2.406747691453825e-05	5.011458e+00
2.416747691454113e-05	5.011458e+00
2.426747691454401e-05	5.011458e+00
2.436747691454688e-05	5.011458e+00
2.446747691454976e-05	5.011459e+00
2.456747691455263e-05	5.011459e+00
2.466747691455551e-05	5.011459e+00
2.476747691455838e-05	5.011459e+00
2.486747691456126e-05	5.011459e+00
2.496747691456414e-05	5.011460e+00
2.506747691456701e-05	5.011460e+00
2.516747691456989e-05	5.011460e+00
2.526747691457276e-05	5.011460e+00
2.536747691457564e-05	5.011460e+00
2.546747691457851e-05	5.011460e+00
2.556747691458139e-05	5.011461e+00
2.566747691458426e-05	5.011461e+00
2.576747691458714e-05	5.011461e+00
2.586747691459002e-05	5.011461e+00
2.596747691459289e-05	5.011461e+00
2.606747691459577e-05	5.011461e+00
2.616747691459864e-05	5.011461e+00
2.626747691460152e-05	5.011461e+00
2.636747691460439e-05	5.011462e+00
2.646747691460727e-05	5.011462e+00
2.656747691461014e-05	5.011462e+00
2.666747691461302e-05	5.011462e+00
2.676747691461590e-05	5.011462e+00
2.686747691461877e-05	5.011462e+00
2.696747691462165e-05	5.011462e+00
2.706747691462452e-05	5.011462e+00
2.716747691462740e-05	5.011463e+00
2.726747691463027e-05	5.011463e+00
2.736747691463315e-05	5.011463e+00
2.746747691463602e-05	5.011463e+00
2.756747691463890e-05	5.011463e+00
2.766747691464178e-05	5.011463e+00
2.776747691464465e-05	5.011463e+00
2.786747691464753e-05	5.011463e+00
2.796747691465040e-05	5.011463e+00
2.806747691465328e-05	5.011464e+00
2.816747691465615e-05	5.011464e+00
2.826747691465903e-05	5.011464e+00
2.836747691466190e-05	5.011464e+00
2.846747691466478e-05	5.011464e+00
2.856747691466766e-05	5.011464e+00
2.866747691467053e-05	5.011464e+00
2.876747691467341e-05	5.011464e+00
2.886747691467628e-05	5.011464e+00
2.896747691467916e-05	5.011464e+00
2.906747691468203e-05	5.011464e+00
2.916747691468491e-05	5.011464e+00
2.926747691468778e-05	5.011465e+00
2.936747691469066e-05	5.011465e+00
2.946747691469354e-05	5.011465e+00
2.956747691469641e-05	5.011465e+00
2.966747691469929e-05	5.011465e+00
2.976747691470216e-05	5.011465e+00
2.986747691470504e-05	5.011465e+00
2.996747691470791e-05	5.011465e+00
