time	V(n024)
0.000000000000000e+00	5.010478e+00
9.999999994736442e-09	5.010478e+00
2.999999999808711e-08	5.010478e+00
2.000000000057511e-07	5.010478e+00
2.000001000090901e-07	5.010478e+00
2.000003000157680e-07	5.010478e+00
2.000004950680756e-07	5.010478e+00
2.000007111174762e-07	5.010478e+00
2.000010000113850e-07	5.010478e+00
2.000010346364656e-07	5.010478e+00
2.000011039005045e-07	5.010478e+00
2.000012424147046e-07	5.010478e+00
2.000015194431048e-07	5.010478e+00
2.000020734999053e-07	5.010478e+00
2.000027823773065e-07	5.010478e+00
2.000036588706289e-07	5.010478e+00
2.000047374245417e-07	5.010478e+00
2.000062575419070e-07	5.010478e+00
2.000081906483597e-07	5.010478e+00
2.000108203087381e-07	5.010478e+00
2.000143371344576e-07	5.010478e+00
2.000178272176800e-07	5.010478e+00
2.000218938535969e-07	5.010478e+00
2.000257966899843e-07	5.010478e+00
2.000292993742381e-07	5.010478e+00
2.000330983770171e-07	5.010478e+00
2.000367581300733e-07	5.010478e+00
2.000415730285532e-07	5.010478e+00
2.000468074386808e-07	5.010478e+00
2.000537722562923e-07	5.010478e+00
2.000619499092915e-07	5.010478e+00
2.000739455776390e-07	5.010478e+00
2.000913416899675e-07	5.010478e+00
2.001261339007465e-07	5.010478e+00
2.001758548503263e-07	5.010478e+00
2.002390033090107e-07	5.010479e+00
2.003575927944645e-07	5.010479e+00
2.005307030567005e-07	5.010480e+00
2.008293997352029e-07	5.010481e+00
2.011534839529983e-07	5.010482e+00
2.015068849559043e-07	5.010483e+00
2.019504397737792e-07	5.010485e+00
2.026577025360243e-07	5.010487e+00
2.037691120976293e-07	5.010490e+00
2.059919312069614e-07	5.010498e+00
2.095034658256001e-07	5.010510e+00
2.141250711323872e-07	5.010525e+00
2.202009533186500e-07	5.010545e+00
2.291459554465414e-07	5.010575e+00
2.456313696469481e-07	5.010630e+00
2.641560472027571e-07	5.010692e+00
3.012054023143751e-07	5.010815e+00
3.753041125514889e-07	5.011062e+00
4.753041125543644e-07	5.011395e+00
5.753041125572400e-07	5.011726e+00
6.753041125601156e-07	5.012056e+00
7.753041125629911e-07	5.012386e+00
8.753041125658667e-07	5.012715e+00
9.753041125687423e-07	5.013042e+00
1.075304112571618e-06	5.013369e+00
1.175304112574493e-06	5.013693e+00
1.275304112577369e-06	5.014016e+00
1.375304112580245e-06	5.014338e+00
1.475304112583120e-06	5.014658e+00
1.575304112585996e-06	5.014977e+00
1.675304112588871e-06	5.015293e+00
1.775304112591747e-06	5.015608e+00
1.875304112594622e-06	5.015921e+00
1.975304112597498e-06	5.016232e+00
2.075304112600374e-06	5.016542e+00
2.175304112603249e-06	5.016850e+00
2.275304112606125e-06	5.017156e+00
2.375304112609000e-06	5.017459e+00
2.475304112611876e-06	5.017761e+00
2.575304112614751e-06	5.018061e+00
2.675304112617627e-06	5.018359e+00
2.775304112620502e-06	5.018655e+00
2.875304112623378e-06	5.018949e+00
2.975304112626254e-06	5.019241e+00
3.075304112629129e-06	5.019531e+00
3.175304112632005e-06	5.019818e+00
3.275304112634880e-06	5.020104e+00
3.375304112637756e-06	5.020388e+00
3.475304112640631e-06	5.020669e+00
3.575304112643507e-06	5.020948e+00
3.675304112646383e-06	5.021225e+00
3.775304112649258e-06	5.021500e+00
3.875304112652134e-06	5.021773e+00
3.975304112655009e-06	5.022044e+00
4.075304112657885e-06	5.022312e+00
4.175304112660760e-06	5.022578e+00
4.275304112663636e-06	5.022842e+00
4.375304112666512e-06	5.023104e+00
4.475304112669387e-06	5.023364e+00
4.575304112672263e-06	5.023621e+00
4.675304112675138e-06	5.023876e+00
4.775304112678014e-06	5.024129e+00
4.875304112680889e-06	5.024379e+00
4.975304112683765e-06	5.024628e+00
5.075304112686641e-06	5.024874e+00
5.175304112689516e-06	5.025117e+00
5.275304112692392e-06	5.025359e+00
5.375304112695267e-06	5.025598e+00
5.475304112698143e-06	5.025835e+00
5.575304112701018e-06	5.026069e+00
5.675304112703894e-06	5.026301e+00
5.775304112706769e-06	5.026531e+00
5.875304112709645e-06	5.026758e+00
5.975304112712521e-06	5.026983e+00
6.075304112715396e-06	5.027206e+00
6.175304112718272e-06	5.027427e+00
6.275304112721147e-06	5.027645e+00
6.375304112724023e-06	5.027861e+00
6.475304112726898e-06	5.028074e+00
6.575304112729774e-06	5.028285e+00
6.675304112732650e-06	5.028493e+00
6.775304112735525e-06	5.028700e+00
6.875304112738401e-06	5.028904e+00
6.975304112741276e-06	5.029105e+00
7.075304112744152e-06	5.029305e+00
7.175304112747027e-06	5.029501e+00
7.275304112749903e-06	5.029696e+00
7.375304112752779e-06	5.029887e+00
7.475304112755654e-06	5.030077e+00
7.575304112758530e-06	5.030264e+00
7.675304112761405e-06	5.030449e+00
7.775304112764281e-06	5.030631e+00
7.875304112767156e-06	5.030811e+00
7.975304112770032e-06	5.030989e+00
8.075304112772907e-06	5.031164e+00
8.175304112775783e-06	5.031336e+00
8.275304112778659e-06	5.031507e+00
8.375304112781534e-06	5.031674e+00
8.475304112784410e-06	5.031840e+00
8.575304112787285e-06	5.032003e+00
8.675304112790161e-06	5.032164e+00
8.775304112793036e-06	5.032322e+00
8.875304112795912e-06	5.032478e+00
8.975304112798788e-06	5.032631e+00
9.075304112801663e-06	5.032783e+00
9.175304112804539e-06	5.032931e+00
9.275304112807414e-06	5.033077e+00
9.375304112810290e-06	5.033221e+00
